index,Democrat,Republican,Ambigious,ideology_score,ideology_score_flw,party,news_count,politicians_flw_count,worldview_alignment
57013899,9,2,6,0.140625,0.250972286607329,Democrat,16.0,6,0.8181818181818182
24177286,2,3,6,0.8888888888888881,0.7381396870221141,Republican,9.0,9,0.6
557245509,4,5,3,0.625,0.09338708523252301,Republican,2.0,1,0.5555555555555556
2442023709,5,2,5,0.295454545454545,0.20847642275438602,Democrat,11.0,40,0.7142857142857143
1163175649063907328,2,6,2,0.846153846153846,0.639496459389791,Republican,13.0,4,0.75
57992182,7,4,2,0.25,0.161327726919165,Democrat,19.0,3,0.6363636363636364
1048963116392796160,6,2,4,0.5,0.156537341705792,Republican,1.0,4,0.75
203280842,5,3,4,0.015909090909090002,0.19387822266210802,Democrat,110.0,29,0.625
15212187,0,5,6,0.7934782608695651,0.617994683333945,Republican,23.0,56,1.0
2975893972,6,2,4,0.15,0.16913113741586902,Democrat,10.0,9,0.75
3731456600,4,2,6,0.16666666666666602,0.20120599265558903,Democrat,3.0,22,0.6666666666666666
21273356,7,3,6,0.28125,0.31186365181185505,Democrat,56.0,35,0.7
115142169,0,3,8,0.85,0.7047339623616341,Republican,10.0,8,1.0
921459858003566593,0,7,3,,,,,,1.0
187016785,5,4,4,0.25,0.264375270034794,Democrat,1.0,45,0.5555555555555556
1213741242,5,4,4,0.15384615384615302,,Democrat,13.0,,0.5555555555555556
70319514,1,6,5,0.21875000000000003,0.22257904321329203,Democrat,24.0,31,0.14285714285714285
833310748554166272,1,7,2,0.892857142857142,0.7172480747895531,Republican,21.0,24,0.875
462476979,4,4,4,0.15625,0.22219895356764002,Democrat,8.0,2,0.5
944343612208369664,1,8,2,0.8229166666666661,,Republican,24.0,,0.8888888888888888
40204763,0,5,5,0.708333333333333,0.725617680964834,Republican,6.0,3,1.0
1323712302,0,8,6,1.0,0.681022288520393,Republican,1.0,1,1.0
384155025,6,1,4,0.145833333333333,0.22362564354746603,Democrat,12.0,94,0.8571428571428571
601232414,7,3,2,,0.24481387082569403,,,44,0.3
328610323,2,7,2,0.25,0.31633724199573404,Democrat,5.0,7,0.2222222222222222
121232512,6,0,5,,0.187544083177887,,,12,0.0
2463464876,3,2,6,0.133333333333333,0.19236459963429903,Democrat,15.0,21,0.6
202190228,0,8,3,0.7000000000000001,0.6768073264965111,Republican,5.0,13,1.0
18664754,0,8,2,0.870689655172413,0.330393468118204,Republican,29.0,12,1.0
618625879,0,6,4,0.6666666666666661,0.854685295893842,Republican,3.0,4,1.0
25469332,2,6,2,0.171052631578947,0.23178462567258,Democrat,19.0,30,0.25
1298634444,4,7,1,0.208333333333333,0.21835439248000402,Democrat,24.0,26,0.36363636363636365
2940458561,0,9,1,0.9166666666666661,0.696434903803206,Republican,3.0,4,1.0
1106501,4,5,1,0.064814814814814,0.189564827325081,Democrat,54.0,37,0.4444444444444444
274175647,4,5,2,0.15,0.138116369373966,Democrat,5.0,5,0.4444444444444444
602089650,10,1,2,0.464285714285714,0.7578989735056131,Democrat,7.0,2,0.9090909090909091
2521941474,0,7,3,0.85,0.693728527939471,Republican,5.0,12,1.0
478052117,0,6,4,0.833333333333333,0.662260809978913,Republican,3.0,14,1.0
2840403893,8,3,2,,0.23534046432914701,,,21,0.2727272727272727
215002582,8,3,1,0.259740259740259,0.18490911629171902,Democrat,77.0,33,0.7272727272727273
31755002,4,4,5,0.219211822660098,0.190574639673145,Democrat,203.0,13,0.5
46539569,5,3,2,0.26315789473684204,0.22429982756978603,Democrat,19.0,44,0.625
469738493,7,2,4,0.291666666666666,0.07645989590228701,Democrat,12.0,2,0.7777777777777778
193385933,3,4,3,0.0,0.170998620271804,Democrat,1.0,2,0.42857142857142855
2293756165,6,3,3,0.208333333333333,0.211112386280388,Democrat,6.0,12,0.6666666666666666
797882479004696576,3,3,4,0.204545454545454,0.216201860963492,Democrat,11.0,100,0.5
967803463534104576,0,4,6,0.6274509803921561,0.731097879005497,Republican,51.0,3,1.0
2949304546,1,7,3,0.47500000000000003,0.7850583664225691,Democrat,10.0,12,0.125
816670379020263425,0,8,3,,,,,,1.0
1896176113,0,9,2,1.0,0.734423367466977,Republican,5.0,34,1.0
2462505554,0,8,4,0.9166666666666661,,Republican,3.0,,1.0
496591316,2,4,4,0.9933110367892971,,Republican,299.0,,0.6666666666666666
348876207,5,4,6,0.208333333333333,0.31867924748846704,Democrat,18.0,72,0.5555555555555556
46326923,8,2,3,0.295454545454545,,Democrat,11.0,,0.8
22320458,4,5,3,0.1875,,Democrat,4.0,,0.4444444444444444
442451255,1,4,5,0.7272727272727271,0.7237111563726291,Republican,11.0,8,0.8
50863024,5,2,3,0.397058823529411,0.28129954731447004,Democrat,17.0,2,0.7142857142857143
21539286,7,4,0,0.22222222222222202,,Democrat,9.0,,0.6363636363636364
15683948,5,3,3,0.16666666666666602,0.21237502358898602,Democrat,3.0,13,0.625
1380320982,13,4,3,0.22222222222222202,0.153155254758085,Democrat,9.0,5,0.7647058823529411
719779574,5,3,5,0.16666666666666602,0.09338708523252301,Democrat,3.0,1,0.625
42261611,7,1,4,0.18902439024390202,0.206176655711816,Democrat,41.0,15,0.875
59528159,3,0,9,0.16666666666666602,0.198053886961464,Democrat,3.0,6,1.0
14691737,4,2,6,0.138888888888888,,Democrat,9.0,,0.6666666666666666
152730443,8,2,4,0.275,0.168344387252735,Democrat,10.0,7,0.8
346176764,6,3,4,0.0,0.19741844381908402,Democrat,1.0,32,0.6666666666666666
874741447,3,6,2,0.06818181818181801,0.24459777886514603,Democrat,33.0,42,0.3333333333333333
542124856,1,9,2,0.75,0.7287053257422471,Republican,11.0,14,0.9
43899739,6,2,5,0.09090909090909001,0.220964678974427,Democrat,11.0,137,0.75
129661234,9,1,2,0.5,0.06778800721321,Republican,1.0,1,0.9
97272374,2,3,5,0.3125,0.288343907097786,Democrat,12.0,40,0.4
3535921,1,4,5,0.803571428571428,0.5505805181312731,Republican,28.0,1,0.8
2974437177,1,5,5,0.17500000000000002,0.24446569171569202,Democrat,10.0,29,0.16666666666666666
17235062,1,6,3,0.6590909090909091,0.7651548523625571,Republican,11.0,6,0.8571428571428571
31776520,7,3,3,0.125,0.40756973217386405,Democrat,6.0,77,0.7
103006625,7,5,1,0.22222222222222202,0.271340390925463,Democrat,9.0,12,0.5833333333333334
23057591,0,7,3,0.7875000000000001,0.537478917493256,Republican,20.0,6,1.0
862060610,1,2,8,0.225,0.24354713517710502,Democrat,10.0,17,0.3333333333333333
3420154708,3,7,2,0.216666666666666,0.19112014286067902,Democrat,15.0,9,0.3
3316485712,1,7,2,0.7187500000000001,0.715564682487268,Republican,8.0,13,0.875
207306853,3,3,6,0.359375,0.541246339320619,Democrat,16.0,16,0.5
858804318815866880,2,4,4,0.625,,Republican,2.0,,0.6666666666666666
2316406249,4,6,0,0.194444444444444,0.3356399801457,Democrat,9.0,5,0.4
954192819584978944,0,7,3,0.7954545454545451,0.730759178375419,Republican,22.0,18,1.0
829320961581260801,5,3,4,,,,,,0.375
3119627451,3,4,3,0.16666666666666602,0.28380980965234703,Democrat,3.0,6,0.42857142857142855
221266824,4,3,6,0.375,0.236285032383263,Democrat,2.0,17,0.5714285714285714
20386888,4,1,5,0.341666666666666,0.22620822417792302,Democrat,30.0,7,0.8
2336912881,7,4,3,0.125,0.237440669489022,Democrat,6.0,1,0.6363636363636364
2393300419,2,0,13,0.35000000000000003,0.11529969267767201,Democrat,5.0,3,1.0
271175725,9,4,3,0.33333333333333304,0.18614969213343502,Democrat,6.0,10,0.6923076923076923
80185309,0,8,4,0.375,0.7259265362121811,Democrat,2.0,12,0.0
16209655,7,2,2,0.17857142857142802,0.22784806354911502,Democrat,14.0,12,0.7777777777777778
226571278,5,5,3,0.34615384615384603,0.321152127778908,Democrat,13.0,38,0.5
788875430195499008,1,5,4,0.875,0.7195906841884191,Republican,12.0,35,0.8333333333333334
765612750475145216,4,1,6,,0.19100755846945502,,,8,0.2
921925585072308225,3,7,2,,,,,,0.7
15359260,2,3,7,0.194444444444444,0.14422444327842301,Democrat,18.0,19,0.4
893225546036920321,0,1,9,,,,,,1.0
2901087795,0,7,3,0.5416666666666661,0.5427960163329391,Republican,6.0,2,1.0
34828221,2,5,3,0.833333333333333,0.669984102103197,Republican,30.0,8,0.7142857142857143
1160001120,10,4,2,,0.14584956290699402,,,5,0.2857142857142857
14187468,3,3,7,0.24264705882352902,0.283339746417236,Democrat,34.0,90,0.5
814292606,4,6,3,0.36111111111111105,0.284780608477128,Democrat,9.0,39,0.4
273131934,3,2,6,0.275,0.168684399731228,Democrat,20.0,37,0.6
17561858,3,5,3,0.29411764705882304,,Democrat,17.0,,0.375
39122623,2,8,2,0.25,0.21390719869625302,Democrat,2.0,5,0.2
1205649853,3,4,4,0.263888888888888,0.19568033114244202,Democrat,18.0,10,0.42857142857142855
16977168,6,3,7,0.30000000000000004,0.238836616570017,Democrat,5.0,10,0.6666666666666666
2443491140,0,5,5,0.5,0.728448090137175,Republican,3.0,27,0.0
2300555568,2,3,5,0.7894736842105261,0.652024537382339,Republican,19.0,34,0.6
1306404440,7,2,6,0.16666666666666602,0.330805105073721,Democrat,3.0,44,0.7777777777777778
133027886,0,4,6,0.910714285714285,0.6838829707417851,Republican,14.0,38,1.0
630364256,5,1,11,0.25,0.182738042567434,Democrat,9.0,11,0.8333333333333334
839196134866358276,5,4,2,,,,,,0.4444444444444444
3220776810,4,4,3,0.125,0.169366319026463,Democrat,12.0,2,0.5
41095832,2,6,2,0.069767441860465,0.464785819407287,Democrat,43.0,57,0.25
151667817,5,5,3,0.125,0.24048383123718403,Democrat,2.0,99,0.5
59133139,3,7,2,0.6923076923076921,0.8664166235085771,Republican,26.0,6,0.7
785991804961382400,4,6,1,0.125,0.20662798053137002,Democrat,4.0,6,0.4
721568736809910272,4,2,7,0.0,0.046693542616261005,Democrat,1.0,2,0.6666666666666666
15759387,1,4,5,,0.730007179133177,,,50,0.8
83893838,2,6,6,0.232142857142857,0.211657489664783,Democrat,14.0,10,0.25
35481807,3,5,2,1.0,0.077153688199045,Republican,1.0,3,0.625
994390154,11,2,3,0.0625,0.153061413487246,Democrat,4.0,19,0.8461538461538461
963263341,1,3,7,0.875,0.589761278291768,Republican,4.0,1,0.75
329393228,1,6,3,0.779411764705882,0.619960255873508,Republican,34.0,27,0.8571428571428571
14070906,4,4,2,0.16666666666666602,0.25960618504546,Democrat,6.0,52,0.5
2964190955,5,8,0,0.208333333333333,0.24796206938131002,Democrat,6.0,21,0.38461538461538464
787291457887604736,5,3,4,0.25,0.16670105686042902,Democrat,1.0,5,0.625
2322630359,0,6,5,0.5416666666666661,0.7030940212861391,Republican,12.0,8,1.0
272577105,4,1,7,0.16666666666666602,0.19704048444066102,Democrat,9.0,29,0.8
288902601,4,5,3,0.25,0.170164857966547,Democrat,5.0,26,0.4444444444444444
32649952,6,7,2,0.20081967213114701,0.109107404616138,Democrat,61.0,3,0.46153846153846156
2876260447,5,5,2,0.15,0.207635287072434,Democrat,15.0,93,0.5
496480280,4,4,4,0.25,0.19405083947968502,Democrat,1.0,11,0.5
26270980,1,3,6,0.7648514851485141,0.5427960163329391,Republican,101.0,2,0.75
21488137,0,7,6,0.7222222222222221,0.7285445360064521,Republican,18.0,20,1.0
256147984,0,7,4,0.8250000000000001,0.686120903467005,Republican,10.0,11,1.0
16701847,2,6,3,0.512820512820512,0.6963765415458111,Republican,39.0,100,0.75
2313795272,5,1,7,0.34090909090909005,0.23343686025439603,Democrat,11.0,16,0.8333333333333334
167987687,2,4,4,0.025510204081632,0.45631855003241506,Democrat,49.0,3,0.3333333333333333
852302011919986688,6,3,5,0.11,0.17367635999431702,Democrat,25.0,8,0.6666666666666666
552357850,9,1,4,0.15,0.25166745326086104,Democrat,5.0,33,0.9
339842506,0,5,5,0.625,0.586850763130178,Republican,2.0,8,1.0
3511823292,0,2,8,0.75,0.589761278291768,Republican,1.0,1,1.0
18729943,1,2,7,0.557692307692307,,Republican,13.0,,0.6666666666666666
27953967,6,0,8,,,,,,0.0
312742624,4,4,2,,0.23741092681570602,,,13,0.5
188833693,0,4,6,0.5,0.7648058707431761,Republican,4.0,8,0.0
4369137074,6,4,1,0.275641025641025,0.250178003152814,Democrat,39.0,66,0.6
368144980,1,6,5,0.6875,0.7927474494316411,Republican,4.0,4,0.8571428571428571
835902116627689472,1,4,5,0.125,0.262527457308188,Democrat,10.0,21,0.2
39415766,8,1,7,0.625,0.073918793398003,Republican,2.0,7,0.1111111111111111
64302962,1,6,3,0.11319612590799001,,Democrat,413.0,,0.14285714285714285
622333786,0,5,7,0.9090909090909091,0.733868908625468,Republican,22.0,16,1.0
920224218070921216,1,5,4,0.875,0.628580813109968,Republican,12.0,53,0.8333333333333334
562322821,0,6,4,0.875,0.7351247238330421,Republican,4.0,10,1.0
932960142185914369,2,5,3,,,,,,0.7142857142857143
184059305,5,3,9,0.5,0.18650506018538301,Republican,3.0,3,0.625
1684270813,6,1,7,0.22222222222222202,0.224196718674978,Democrat,9.0,38,0.8571428571428571
15205814,7,1,4,0.33125000000000004,0.072229116636359,Democrat,40.0,7,0.875
818234318283833346,3,5,4,,,,,,0.625
344986294,5,3,3,0.9347826086956521,0.49162474665968203,Republican,69.0,8,0.375
41299006,5,5,5,0.05,0.20445885689074703,Democrat,10.0,16,0.5
1057005308029988865,1,5,4,,,,,,0.8333333333333334
37551358,10,3,4,0.0625,0.210137535618511,Democrat,4.0,30,0.7692307692307693
393591050,4,4,2,0.104166666666666,0.211289358183319,Democrat,12.0,23,0.5
2680429566,3,1,7,0.18181818181818102,0.180173315881404,Democrat,11.0,10,0.75
16132164,0,7,4,0.75,0.7053313493447331,Republican,2.0,6,1.0
21383314,8,5,3,0.266129032258064,0.20325656547943602,Democrat,31.0,87,0.6153846153846154
820695194253328384,3,5,2,0.25,0.261075966225608,Democrat,3.0,29,0.375
4434094113,8,5,2,0.17307692307692302,0.180577180892735,Democrat,13.0,26,0.6153846153846154
89057829,4,3,6,0.1875,0.230207483979864,Democrat,8.0,34,0.5714285714285714
51282467,0,8,2,0.678571428571428,0.813548628830929,Republican,7.0,3,1.0
2433706219,5,5,3,0.275,0.17745718449330303,Democrat,10.0,24,0.5
34705680,7,2,4,0.25,0.244414836432112,Democrat,9.0,20,0.7777777777777778
10141202,1,7,4,0.842105263157894,0.7509589079872511,Republican,38.0,19,0.875
260027864,0,5,5,1.0,0.69144438630741,Republican,4.0,41,1.0
842424936,3,2,7,0.734375,0.625357532401506,Republican,16.0,4,0.4
1186967232,1,7,3,0.8695652173913041,1.0,Republican,23.0,1,0.875
2357526099,2,6,3,0.0625,0.23337655006108102,Democrat,4.0,24,0.25
1302428840,8,5,3,0.0625,0.238399007998693,Democrat,4.0,62,0.6153846153846154
48015036,3,3,4,0.171052631578947,0.18460466272002202,Democrat,19.0,41,0.5
20484836,4,2,5,0.25,0.20235849745082202,Democrat,4.0,6,0.6666666666666666
415107541,2,5,3,0.45161290322580605,0.209937841742726,Democrat,31.0,12,0.2857142857142857
209374300,4,3,3,0.4375,0.191450937799019,Democrat,8.0,18,0.5714285714285714
731580552927711234,7,3,4,,,,,,0.3
158799097,0,4,6,0.875,0.7499849973225521,Republican,12.0,13,1.0
199330520,3,4,4,0.125,0.242096922806696,Democrat,6.0,19,0.42857142857142855
21972031,4,6,1,0.25,0.26817235172297305,Democrat,1.0,249,0.4
4838695925,4,1,6,0.375,0.35913936757308,Democrat,2.0,62,0.8
23176316,0,7,3,0.84090909090909,0.63868849569496,Republican,11.0,12,1.0
16302159,5,0,7,0.35000000000000003,0.209776480155615,Democrat,5.0,42,1.0
1012108279,5,0,9,0.21428571428571402,0.193359788232107,Democrat,7.0,26,1.0
862957171302158336,5,1,5,0.25,0.13885370383265802,Democrat,4.0,7,0.8333333333333334
378071379,1,7,4,0.765625,0.693104677879107,Republican,16.0,15,0.875
442645744,2,1,7,0.863095238095238,0.640674966305198,Republican,42.0,3,0.3333333333333333
105889080,0,5,6,0.7812500000000001,0.725952243902482,Republican,16.0,19,1.0
30816996,1,6,3,0.8,0.6934350120242351,Republican,5.0,9,0.8571428571428571
480449897,2,5,3,0.7375,0.7601585925286931,Republican,20.0,8,0.7142857142857143
949470978219929600,1,7,3,0.8571428571428571,0.747490793934233,Republican,21.0,21,0.875
21212122,2,4,4,0.25,0.170998620271804,Democrat,9.0,2,0.3333333333333333
18277707,1,8,1,0.9083333333333331,0.538541382365763,Republican,30.0,15,0.8888888888888888
232128624,6,2,5,0.25,0.170615007433974,Democrat,4.0,9,0.75
23518293,1,6,3,0.265625,0.38808599290009105,Democrat,32.0,29,0.14285714285714285
105939466,1,8,3,0.75,0.781539993447382,Republican,10.0,8,0.8888888888888888
15099678,0,6,4,0.7916666666666661,0.751430849505473,Republican,6.0,11,1.0
4835242043,7,4,1,0.318181818181818,0.246596227742848,Democrat,11.0,18,0.6363636363636364
242972245,3,4,4,0.1875,0.201694225612594,Democrat,8.0,23,0.42857142857142855
40482997,4,1,11,0.26587301587301504,0.191778105162819,Democrat,63.0,12,0.8
2771907454,1,7,3,0.75,,Republican,17.0,,0.875
26241740,1,10,1,0.8888888888888881,0.6956581998290481,Republican,9.0,16,0.9090909090909091
37270913,5,1,5,0.05,0.16400313307359402,Democrat,5.0,33,0.8333333333333334
48914260,9,3,4,0.23571428571428502,0.24605105971506303,Democrat,35.0,20,0.75
100924287,0,8,3,0.875,0.7339861312250751,Republican,26.0,22,1.0
890644100801675264,2,4,5,0.8541666666666661,0.735804342736847,Republican,48.0,11,0.6666666666666666
850046355619893248,0,7,6,0.75,0.7379364342863061,Republican,19.0,17,1.0
4137972160,1,6,3,0.16666666666666602,0.27190735582790904,Democrat,3.0,19,0.14285714285714285
939953734242598912,1,3,8,1.0,0.657137336620483,Republican,6.0,11,0.75
197703354,7,1,4,0.375,0.20644649383774502,Democrat,2.0,8,0.875
190251322,2,5,3,0.7307692307692301,0.6796504479445611,Republican,13.0,47,0.7142857142857143
819302849385558017,8,3,3,,,,,,0.2727272727272727
938532655443963904,5,3,4,0.3125,0.214863086331877,Democrat,4.0,11,0.625
49190798,8,3,2,0.25,0.225458577580384,Democrat,4.0,29,0.7272727272727273
1565981748,4,2,4,0.33333333333333304,0.187526070936574,Democrat,3.0,6,0.6666666666666666
4187936998,4,5,2,0.25,0.185300210143639,Democrat,2.0,12,0.4444444444444444
402894432,0,6,5,,0.719697390365699,,,41,1.0
46655532,2,2,9,0.23750000000000002,,Democrat,20.0,,0.5
22396701,7,3,4,,,,,,0.3
2760165619,2,5,3,,,,,,0.7142857142857143
976019329,7,2,3,0.321428571428571,0.200828706424503,Democrat,7.0,100,0.7777777777777778
248701927,5,2,5,0.375,0.166826607947538,Democrat,2.0,23,0.7142857142857143
1000156075,1,5,4,0.875,0.6770396064844261,Republican,12.0,12,0.8333333333333334
70293699,4,4,3,0.125,0.157280316002141,Democrat,4.0,48,0.5
1586532752,0,3,7,0.9777777777777771,0.7419524820354351,Republican,45.0,16,1.0
16164141,5,2,5,0.321428571428571,0.26823621452595203,Democrat,14.0,145,0.7142857142857143
989895385241079808,0,5,5,0.5,0.7286184222898411,Republican,7.0,13,0.0
539712261,0,3,7,0.8125,0.673162747476432,Republican,4.0,4,1.0
1515997182,3,6,4,0.8392857142857141,0.5804710941844531,Republican,14.0,4,0.6666666666666666
836049536699224064,5,4,2,0.25,0.19573329036904102,Democrat,8.0,10,0.5555555555555556
55395103,5,6,6,0.277777777777777,0.257548915534334,Democrat,18.0,11,0.45454545454545453
2337543318,1,5,4,0.9318181818181811,0.7259575605198411,Republican,33.0,12,0.8333333333333334
1061746992538370051,1,7,3,,,,,,0.875
1159836265,0,3,7,0.7812500000000001,0.748343876783994,Republican,8.0,11,1.0
805587682369949697,4,2,6,,,,,,0.3333333333333333
871940073654235136,6,3,3,0.096153846153846,0.23481258946660102,Democrat,13.0,12,0.6666666666666666
855791161,3,3,5,,,,,,0.5
818128693281181696,8,3,1,0.13157894736842102,0.29734268715898104,Democrat,19.0,4,0.7272727272727273
250684785,8,4,0,0.25,0.20568826626735,Democrat,8.0,112,0.6666666666666666
126848897,1,9,0,0.805555555555555,0.5624725721171591,Republican,18.0,3,0.9
786210406721130496,0,3,7,0.9687500000000001,0.43119144292314304,Republican,40.0,32,1.0
2319526574,4,4,4,0.28,0.236781909784803,Democrat,25.0,37,0.5
78153290,8,3,2,,0.22162298370747102,,,13,0.2727272727272727
542090710,5,3,4,0.279411764705882,0.266033209398772,Democrat,17.0,70,0.625
243639402,6,5,3,0.171875,0.182147133078458,Democrat,16.0,19,0.5454545454545454
2572953388,3,6,1,0.0,0.220929396396391,Democrat,2.0,44,0.3333333333333333
455367866,6,1,5,0.296875,,Democrat,16.0,,0.8571428571428571
25849075,6,3,5,0.25,0.196273895863387,Democrat,6.0,27,0.6666666666666666
34217076,0,6,4,0.8437500000000001,0.659829990520024,Republican,8.0,22,1.0
167424746,1,6,3,0.1875,0.27010318557369,Democrat,12.0,10,0.14285714285714285
134917795,7,3,9,0.08333333333333301,0.229897376133661,Democrat,3.0,23,0.7
877953165454450688,2,4,4,0.3125,0.23445961611229202,Democrat,4.0,7,0.3333333333333333
16130109,4,5,2,0.375,0.313217454894739,Democrat,4.0,89,0.4444444444444444
2927015425,1,9,1,0.75,0.6872910347748801,Republican,2.0,11,0.9
713505454027096069,1,6,3,,,,,,0.8571428571428571
2887579613,8,4,0,0.25,0.18987886552933503,Democrat,10.0,35,0.6666666666666666
32200853,4,6,0,0.208333333333333,0.25564780816411203,Democrat,6.0,9,0.4
246793864,10,3,2,0.23275862068965503,0.187460841076104,Democrat,29.0,11,0.7692307692307693
17637079,1,5,5,0.25,0.272368944834111,Democrat,1.0,31,0.16666666666666666
2752555870,0,4,7,0.6818181818181811,0.728322264604188,Republican,11.0,2,1.0
3153982116,3,4,5,0.7125,0.7317991882066871,Republican,20.0,32,0.5714285714285714
1390574125,6,5,1,0.25,0.192786422932217,Democrat,11.0,13,0.5454545454545454
36071429,5,5,6,0.375,0.13096254943405702,Democrat,2.0,3,0.5
2780184436,6,5,4,0.208333333333333,0.17826031683510601,Democrat,6.0,8,0.5454545454545454
95469408,5,8,3,0.15,0.243835668567034,Democrat,10.0,20,0.38461538461538464
15559223,4,3,5,0.2,0.17873069178578302,Democrat,10.0,26,0.5714285714285714
997682274,8,4,0,0.17307692307692302,0.14966033214368102,Democrat,26.0,8,0.6666666666666666
88588978,5,6,0,0.15,0.186687880732109,Democrat,5.0,56,0.45454545454545453
2885593703,3,6,2,0.3125,0.0,Democrat,4.0,1,0.3333333333333333
484497386,7,4,1,0.2,0.18408541663065903,Democrat,15.0,32,0.6363636363636364
372855970,4,5,3,0.0,0.21592941287747103,Democrat,2.0,32,0.4444444444444444
582778279,8,0,4,0.2,0.265234255306147,Democrat,10.0,3,1.0
938391187,7,4,2,0.125,0.19729234396824802,Democrat,2.0,21,0.6363636363636364
4287277696,4,2,7,0.261363636363636,,Democrat,22.0,,0.6666666666666666
36722777,0,10,2,0.25,0.811125367418918,Democrat,1.0,5,0.0
258965682,3,3,5,0.25,0.24036022075065502,Democrat,2.0,32,0.5
1111438962852282368,3,4,3,0.5,,Republican,1.0,,0.42857142857142855
113911951,2,4,5,0.3375,0.15512062959029102,Democrat,20.0,8,0.3333333333333333
1777382678,1,5,4,0.125,0.210863688018393,Democrat,2.0,9,0.16666666666666666
110771320,0,6,4,0.85,0.594816050722876,Republican,10.0,2,1.0
2368999058,2,7,1,0.8305084745762711,0.7351214146756271,Republican,59.0,8,0.7777777777777778
1148820614,4,1,5,0.375,0.20235676308278502,Democrat,2.0,28,0.8
14425179,3,8,1,0.0,0.171179932189603,Democrat,3.0,11,0.2727272727272727
54338361,4,4,3,0.7522935779816511,0.682320517339782,Republican,436.0,36,0.5
2356683757,7,3,5,0.0,0.168841799226138,Democrat,1.0,11,0.7
2398381947,5,5,2,0.21739130434782603,0.16002415767608,Democrat,23.0,26,0.5
236094436,2,5,3,0.9038461538461531,0.7159291417231121,Republican,13.0,9,0.7142857142857143
571914482,10,5,2,0.3125,,Democrat,16.0,,0.6666666666666666
252892602,6,0,9,0.16346153846153802,0.173911013376013,Democrat,26.0,22,1.0
18169981,5,5,3,0.1,0.25185430625102,Democrat,50.0,8,0.5
827760966762889216,0,4,6,0.911290322580645,0.718723393253046,Republican,31.0,17,1.0
43379276,2,7,2,0.625,,Republican,2.0,,0.7777777777777778
899304517,0,5,5,0.833333333333333,0.729420528660312,Republican,9.0,40,1.0
1391003946,10,2,5,0.2,0.24507179133671902,Democrat,10.0,41,0.8333333333333334
1604227776,4,2,4,0.25,0.222421717471481,Democrat,1.0,39,0.6666666666666666
1223087760,0,4,6,0.895833333333333,0.7235418024003081,Republican,12.0,41,1.0
33266403,8,1,3,0.055555555555555004,0.22875830677685202,Democrat,9.0,23,0.8888888888888888
2366227422,6,3,2,0.25,0.196766234712956,Democrat,10.0,35,0.6666666666666666
790524552,1,5,5,0.9687500000000001,0.515797947011226,Republican,8.0,1,0.8333333333333334
22282430,3,2,10,0.21875000000000003,0.05168397641873,Democrat,8.0,2,0.6
80059140,8,2,6,0.29716981132075404,0.11517527676349201,Democrat,53.0,14,0.8
1268238312,3,4,5,0.25,0.24630440161479702,Democrat,2.0,15,0.42857142857142855
18846509,5,4,2,0.14285714285714202,0.21687364076109703,Democrat,7.0,101,0.5555555555555556
2781399834,1,6,5,0.8200000000000001,0.713569623695809,Republican,25.0,12,0.8571428571428571
21667795,3,4,4,0.17307692307692302,0.263480182476867,Democrat,13.0,2,0.42857142857142855
32654169,0,2,8,0.33333333333333304,0.7580164053036851,Democrat,3.0,25,0.0
29100193,3,6,2,0.194444444444444,0.198117501944502,Democrat,9.0,46,0.3333333333333333
785371303,6,3,5,0.32916666666666605,0.142440454044431,Democrat,60.0,14,0.6666666666666666
1228772035,1,6,3,0.886363636363636,0.7758244085986791,Republican,11.0,24,0.8571428571428571
1223703829,3,1,8,0.5,0.09842921828651201,Republican,1.0,4,0.75
225069808,2,7,2,0.8571428571428571,0.7659332730652001,Republican,14.0,41,0.7777777777777778
270565082,8,4,4,0.30681818181818105,0.29377925639948804,Democrat,22.0,4,0.6666666666666666
2302312789,0,5,6,0.7976190476190471,0.5840800333360251,Republican,21.0,4,1.0
25826256,2,2,6,0.55,0.746964473186951,Republican,5.0,6,0.5
282640287,3,5,4,0.22619047619047603,0.195159382095688,Democrat,63.0,10,0.375
280232335,0,6,5,0.6875,,Republican,4.0,,1.0
122995130,5,3,4,0.25,0.25220310111691,Democrat,4.0,38,0.625
817736322,5,3,3,0.92,1.0,Republican,25.0,1,0.375
115814293,1,8,2,0.8382352941176471,0.711629035827655,Republican,17.0,35,0.8888888888888888
2593660501,0,6,4,0.7833333333333331,0.6769155659734021,Republican,15.0,11,1.0
14610604,4,5,2,0.25,0.224749499753143,Democrat,4.0,22,0.4444444444444444
1309042909,4,4,4,0.25,0.21756232863159403,Democrat,20.0,56,0.5
907282730,0,3,7,0.9,0.726408468110557,Republican,5.0,26,1.0
1520641632,3,4,4,0.25,0.192029901500569,Democrat,1.0,33,0.42857142857142855
736377970647007232,2,6,2,0.16666666666666602,0.23766627085653202,Democrat,12.0,2,0.25
3035041457,0,7,4,0.895833333333333,0.663152745175909,Republican,24.0,7,1.0
872863353927901184,7,2,2,0.16666666666666602,0.185825338709279,Democrat,3.0,19,0.7777777777777778
822300363483123712,0,7,3,0.779411764705882,0.7028187007218251,Republican,17.0,14,1.0
704365261026013184,0,5,6,0.8214285714285711,0.690199615089172,Republican,14.0,8,1.0
801113960141328384,5,0,8,0.14285714285714202,0.146152893770886,Democrat,7.0,30,1.0
465055676,8,4,2,0.125,0.15739859101887502,Democrat,2.0,8,0.6666666666666666
