index,Democrat,Republican,Ambigious,ideology_score,ideology_score_flw,party,news_count,politicians_flw_count,worldview_alignment
820070433420640257,5,3,2,,,,,,0.375
41344448,5,3,2,0.25,0.23178994754997903,Democrat,3.0,40,0.625
502394586,3,4,3,0.10714285714285701,0.191756290974289,Democrat,14.0,27,0.42857142857142855
118289772,4,1,5,0.375,0.19964945762077002,Democrat,8.0,10,0.8
2848219950,5,3,3,0.5,0.21188681875978702,Republican,3.0,47,0.625
532695195,5,3,5,0.33333333333333304,0.186836404868052,Democrat,6.0,15,0.625
826426447430615040,7,1,2,0.25,0.205921545766432,Democrat,8.0,2,0.875
747232285,4,3,3,0.11842105263157801,0.23032982296166601,Democrat,19.0,8,0.5714285714285714
843491282051772416,0,8,2,0.796875,0.7061956726213651,Republican,16.0,8,1.0
239336273,6,7,1,,0.18694421531090302,,,10,0.5384615384615384
27014567,10,0,0,0.5,0.185291367636146,Republican,2.0,31,1.0
411978591,0,7,3,1.0,0.7715724278104821,Republican,3.0,1,1.0
839692420073709569,5,3,3,,,,,,0.375
2831991019,6,3,2,0.21428571428571402,0.214671372651207,Democrat,28.0,8,0.6666666666666666
801304331131715584,3,4,4,0.225,0.213494264994354,Democrat,10.0,36,0.42857142857142855
967507597493440513,6,1,3,,,,,,0.14285714285714285
18946095,1,7,2,,0.795348475285212,,,3,0.875
74792510,6,0,10,0.261363636363636,0.14495554678475,Democrat,22.0,14,1.0
17976087,8,2,1,0.014705882352941001,0.20872256554765903,Democrat,17.0,23,0.8
765832471,6,4,0,0.35000000000000003,0.200085490865502,Democrat,10.0,45,0.6
214554256,5,1,5,,0.280003243791391,,,5,0.16666666666666666
2751326834,0,6,5,0.5625,0.662538541234434,Republican,12.0,25,1.0
2319250925,5,3,3,0.25,0.223057856561128,Democrat,16.0,18,0.625
85291311,7,1,3,0.25,0.321249061782788,Democrat,1.0,7,0.875
110173621,5,0,5,,0.149655970391135,,,4,0.0
18342912,5,3,2,0.047619047619047006,0.23783595671315103,Democrat,42.0,22,0.625
1557586243,6,1,4,0.204545454545454,0.20184017295685502,Democrat,11.0,17,0.8571428571428571
805446101851586561,6,0,5,,,,,,0.0
108417706,1,1,8,0.0,0.165152073287294,Democrat,3.0,15,0.5
2161351860,6,4,1,0.17500000000000002,0.21511714431182402,Democrat,10.0,90,0.6
228901209,4,0,7,0.305555555555555,0.081573727869404,Democrat,9.0,9,1.0
34527814,7,0,7,0.27,0.159225289502575,Democrat,25.0,7,1.0
295009113,5,1,5,0.27083333333333304,0.27431083870182904,Democrat,12.0,35,0.8333333333333334
822869798279331841,7,1,4,,,,,,0.125
40406017,5,2,3,0.16666666666666602,0.15271390729081202,Democrat,3.0,2,0.7142857142857143
32513127,3,1,8,0.28571428571428503,0.09017065736476301,Democrat,7.0,8,0.75
263747020,8,1,2,0.33333333333333304,0.19621688188178002,Democrat,6.0,17,0.8888888888888888
38339743,5,2,3,0.25,0.27498079637051304,Democrat,1.0,25,0.7142857142857143
17224548,6,2,3,0.33333333333333304,0.165309802404702,Democrat,3.0,12,0.75
2638240907,7,4,0,0.269230769230769,0.24574620726430502,Democrat,13.0,66,0.6363636363636364
215475487,7,1,12,0.25,0.10443660822717801,Democrat,6.0,16,0.875
523807752,7,2,3,,,,,,0.2222222222222222
1462626500,6,2,3,0.25,0.199410295612682,Democrat,3.0,26,0.75
1393468201,4,2,6,0.125,0.17256181278107202,Democrat,2.0,10,0.6666666666666666
915855913336131584,9,0,2,0.225,0.27665988393427104,Democrat,10.0,15,1.0
591169299,1,5,4,0.221774193548387,,Democrat,62.0,,0.16666666666666666
817346308537286658,2,4,5,,,,,,0.6666666666666666
485399103,4,3,3,0.234375,0.174459102270543,Democrat,16.0,9,0.5714285714285714
279217505,5,1,5,,0.24631895491510003,,,19,0.16666666666666666
213131150,4,6,1,0.201923076923076,0.21641738739049002,Democrat,26.0,37,0.4
2896149285,5,2,3,0.22727272727272702,0.147988540894849,Democrat,11.0,15,0.7142857142857143
198709715,6,1,3,0.35000000000000003,0.24460653488614703,Democrat,5.0,6,0.8571428571428571
833388403328634885,3,3,4,,,,,,0.5
4499749708,1,5,4,,,,,,0.8333333333333334
763136216359329792,0,8,2,0.818181818181818,0.787111235367417,Republican,11.0,3,1.0
67058543,3,0,12,0.1875,0.19999789783836502,Democrat,8.0,25,1.0
265676949,3,0,8,0.30000000000000004,0.18057684671277302,Democrat,5.0,30,1.0
132934212,6,2,2,0.321428571428571,,Democrat,14.0,,0.75
2270142561,3,1,7,0.425,0.273079399164229,Democrat,10.0,1,0.75
312919115,4,0,6,0.20535714285714202,0.21297379070799402,Democrat,28.0,27,1.0
763891061508956160,7,3,0,0.13157894736842102,0.202423643339384,Democrat,19.0,21,0.7
718703,3,1,6,0.375,0.085767258091897,Democrat,2.0,5,0.75
22502456,5,5,4,0.392857142857142,0.18306559568149303,Democrat,7.0,28,0.5
751956652631420929,4,0,6,,,,,,0.0
3018129356,2,0,9,0.375,0.046693542616261005,Democrat,2.0,2,1.0
358789268,5,4,3,,,,,,0.4444444444444444
340651511,5,0,5,0.25,0.13755854560088102,Democrat,3.0,29,1.0
18829520,3,1,6,0.15384615384615302,0.190147030173134,Democrat,13.0,32,0.75
770289359476097024,3,2,5,0.234375,0.23869078505295002,Democrat,16.0,8,0.6
606850755,2,3,6,0.0625,,Democrat,12.0,,0.4
238656915,5,3,4,0.24166666666666603,0.21058325052224602,Democrat,30.0,36,0.625
39204230,6,0,4,0.5,0.19424493059522102,Republican,1.0,43,1.0
534649948,3,3,4,,0.208096780751188,,,46,0.5
486119747,3,5,2,0.291666666666666,0.238677463344029,Democrat,6.0,25,0.375
3718578135,2,5,3,0.26339285714285704,,Democrat,56.0,,0.2857142857142857
1206441186,8,4,1,0.125,0.21832869582282102,Democrat,2.0,3,0.6666666666666666
780479026343194624,5,1,7,0.30000000000000004,0.133786278683857,Democrat,5.0,12,0.8333333333333334
35118619,3,5,2,0.241847826086956,0.20030253586645003,Democrat,92.0,26,0.375
872013572,7,3,1,0.25,0.208817181979588,Democrat,4.0,9,0.7
172094388,4,3,4,0.25,0.21388736381264,Democrat,8.0,36,0.5714285714285714
10546842,5,3,3,0.277777777777777,0.180442628086526,Democrat,18.0,13,0.625
2209175376,7,4,1,0.203125,0.289519695464711,Democrat,16.0,1,0.6363636363636364
1019271116416790528,5,2,3,0.0,0.19975878452821502,Democrat,1.0,31,0.7142857142857143
860896142,1,6,4,0.8541666666666661,0.83408629172694,Republican,12.0,4,0.8571428571428571
2065711,1,3,7,0.4375,,Democrat,4.0,,0.25
47207344,4,3,3,0.375,0.18895144063229502,Democrat,2.0,7,0.5714285714285714
16116612,6,0,5,0.25,0.108029930821362,Democrat,2.0,4,1.0
824538800739258368,6,0,5,0.25,0.235799271387184,Democrat,7.0,46,1.0
290616931,10,2,1,0.15384615384615302,0.230960853047353,Democrat,13.0,8,0.8333333333333334
3614423541,2,2,6,0.17500000000000002,0.437969268774055,Democrat,10.0,2,0.5
46505400,4,2,6,0.375,0.135097327301854,Democrat,4.0,3,0.6666666666666666
46223338,6,0,4,0.208333333333333,0.290038756011583,Democrat,6.0,3,1.0
2285830538,5,1,5,0.4375,0.23423718405770202,Democrat,4.0,10,0.8333333333333334
187780598,5,3,2,0.2,0.19070519871069902,Democrat,55.0,28,0.625
14464925,4,3,3,0.25,0.21006863491920702,Democrat,6.0,28,0.5714285714285714
14057737,4,1,5,0.256410256410256,0.46050661840446905,Democrat,78.0,4,0.8
22027485,5,2,4,,0.22779617900609803,,,30,0.2857142857142857
72751159,8,2,5,0.22222222222222202,0.22707027404179303,Democrat,9.0,6,0.8
929715517,2,6,2,,0.178777968770438,,,26,0.75
2301659114,5,1,6,0.416666666666666,0.23777495593071002,Democrat,3.0,13,0.8333333333333334
866797912491216899,1,8,1,,,,,,0.8888888888888888
132485140,7,2,3,0.15,0.128280460446374,Democrat,5.0,14,0.7777777777777778
903999580085264384,2,2,6,0.25,0.20428908091762502,Democrat,19.0,14,0.5
3271823850,5,1,4,0.30000000000000004,0.21727947181432802,Democrat,5.0,27,0.8333333333333334
2445593759,5,1,5,0.225,0.17389813829978001,Democrat,10.0,20,0.8333333333333334
16062332,3,2,6,0.0,0.19619246812450902,Democrat,1.0,19,0.6
2523889105,7,4,1,0.2,0.21080610648762102,Democrat,5.0,26,0.6363636363636364
1051813561,3,5,2,0.25,0.180246487745191,Democrat,3.0,4,0.375
40395356,8,5,0,0.25,0.20312866758859102,Democrat,6.0,33,0.6153846153846154
21229561,6,1,4,0.33333333333333304,,Democrat,3.0,,0.8571428571428571
2934025908,5,0,5,0.375,0.035554807244579004,Democrat,2.0,2,1.0
17282093,2,1,7,0.30000000000000004,,Democrat,5.0,,0.6666666666666666
351559145,8,0,5,0.25,0.27083511169365304,Democrat,5.0,65,1.0
118048366,3,3,4,0.28571428571428503,0.323994932968078,Democrat,7.0,21,0.5
487296299,7,1,3,,,,,,0.125
299756822,6,3,1,0.25,0.175364908645971,Democrat,3.0,17,0.6666666666666666
2288265217,9,0,2,0.33333333333333304,0.212358874984568,Democrat,3.0,38,1.0
1125206298,3,2,5,0.21875000000000003,0.177900089336495,Democrat,8.0,14,0.6
15892963,7,0,3,0.5,0.21622647152515,Republican,3.0,7,1.0
776475778410123264,3,4,3,0.128378378378378,0.238735007053984,Democrat,37.0,2,0.42857142857142855
17564665,0,8,3,0.833333333333333,0.717914515026518,Republican,3.0,39,1.0
228454681,6,3,5,0.416666666666666,0.34053416141034404,Democrat,6.0,8,0.6666666666666666
211297563,4,4,2,0.33333333333333304,0.19623959793465,Democrat,9.0,14,0.5
16116216,7,1,3,0.25,0.243094489061731,Democrat,3.0,7,0.875
46741795,6,4,1,0.6184210526315791,0.72797032906171,Republican,19.0,7,0.4
5469742,6,3,1,0.8437500000000001,0.693114126583753,Republican,32.0,40,0.3333333333333333
822530796615561217,1,7,2,,,,,,0.875
25933621,3,2,5,0.28571428571428503,0.12007809333996301,Democrat,14.0,15,0.6
701216063405449216,8,0,2,,0.21477875668005203,,,6,0.0
1541614766,0,6,4,0.894736842105263,0.720512214201201,Republican,38.0,11,1.0
312262737,7,3,1,0.234375,0.17805320522658002,Democrat,16.0,24,0.7
89887286,4,2,4,0.3125,0.175560985565394,Democrat,4.0,3,0.6666666666666666
176123698,7,0,3,0.5,0.24563171755113403,Republican,2.0,57,1.0
77114294,7,2,1,0.22727272727272702,0.271884411054655,Democrat,11.0,14,0.7777777777777778
236402192,5,1,4,0.17226890756302501,0.209868438366199,Democrat,119.0,81,0.8333333333333334
36264117,1,8,2,0.6818181818181811,0.697818598298185,Republican,11.0,17,0.8888888888888888
18435929,0,0,10,0.18478260869565202,0.0,Democrat,23.0,1,0.5
80199724,4,1,5,0.125,0.22285204487998303,Democrat,4.0,2,0.8
28725143,4,1,5,0.22222222222222202,0.24744320487978702,Democrat,18.0,9,0.8
816244650,10,1,4,0.225,0.202909374381455,Democrat,10.0,3,0.9090909090909091
255782354,2,1,7,,0.13395664312545202,,,4,0.3333333333333333
970706052,12,0,5,0.25,0.199832434343643,Democrat,3.0,8,1.0
19822126,1,8,1,0.53125,0.7143852895440741,Republican,8.0,6,0.8888888888888888
27733684,3,4,4,,0.20816327800074702,,,4,0.5714285714285714
20915409,6,2,2,0.359375,0.22297919525966603,Democrat,16.0,13,0.75
279305665,5,4,1,0.275,0.25274510365999403,Democrat,30.0,30,0.5555555555555556
91503590,4,5,2,0.2,0.29427706916894103,Democrat,5.0,3,0.4444444444444444
824676321418629120,4,4,2,0.196428571428571,0.18282020494808202,Democrat,14.0,16,0.5
1365842168,8,1,3,0.1875,0.204672561032499,Democrat,12.0,14,0.8888888888888888
494042942,7,1,2,0.08333333333333301,0.270046857082107,Democrat,9.0,11,0.875
202774023,4,3,4,0.28125,0.16229007825132802,Democrat,56.0,13,0.5714285714285714
1682258371,5,2,3,0.2,0.165166825871496,Democrat,10.0,29,0.7142857142857143
14672963,8,0,4,0.275,0.155805352684869,Democrat,10.0,5,1.0
2606359454,6,1,4,,0.16842622759616602,,,3,0.14285714285714285
538459864,3,1,7,0.4,0.15712035673781902,Democrat,5.0,12,0.75
14344496,4,1,5,,,,,,0.2
22931660,5,0,5,0.464285714285714,0.24092814575440402,Democrat,7.0,11,1.0
1093494866,6,1,3,0.25,0.271467519645464,Democrat,21.0,11,0.8571428571428571
397133183,2,2,6,0.25,0.27870836847832203,Democrat,6.0,28,0.5
23825051,9,0,1,0.125,0.23688360979744602,Democrat,12.0,76,1.0
21008013,4,1,5,0.318181818181818,0.05168397641873,Democrat,11.0,2,0.8
628660825,7,2,3,0.277777777777777,0.13800033282079602,Democrat,45.0,13,0.7777777777777778
3003620035,7,3,2,0.375,0.252854181365806,Democrat,2.0,6,0.7
17031934,7,1,2,0.25,0.183615328812216,Democrat,8.0,37,0.875
53283278,2,2,10,0.5,0.14222008659044202,Republican,1.0,17,0.5
29073939,5,1,4,0.28125,0.184857325036299,Democrat,8.0,6,0.8333333333333334
250655665,3,3,4,0.25,0.13820979544709702,Democrat,17.0,8,0.5
1250395016,6,1,4,0.25,0.302650711827652,Democrat,1.0,3,0.8571428571428571
1974319093,8,0,2,0.25,0.144759847732355,Democrat,2.0,2,1.0
19948383,3,2,6,0.35000000000000003,0.21306684771571502,Democrat,5.0,95,0.6
16182141,5,3,2,0.16666666666666602,0.183024641291536,Democrat,6.0,23,0.625
335879878,6,2,2,0.375,0.207809764074695,Democrat,2.0,10,0.75
300192455,6,2,3,,0.14865286503810302,,,14,0.25
208154098,4,2,5,0.0,0.236068724436263,Democrat,1.0,42,0.6666666666666666
464815693,4,4,2,0.30357142857142805,0.26136134986257403,Democrat,14.0,23,0.5
2159425900,8,1,1,0.25,0.294393407009973,Democrat,1.0,11,0.8888888888888888
95802312,3,4,4,1.0,0.182631248291611,Republican,1.0,16,0.5714285714285714
344918904,8,0,4,0.45,0.36172093218105605,Democrat,5.0,4,1.0
1093220220,3,4,3,1.0,0.811291255980028,Republican,2.0,7,0.5714285714285714
341272035,6,0,4,0.291666666666666,0.21410203919481202,Democrat,6.0,11,1.0
20702394,9,1,2,0.0,0.22944612270629003,Democrat,1.0,2,0.9
295621079,3,4,3,0.25,0.134048390936742,Democrat,6.0,6,0.42857142857142855
703615311711330304,1,5,4,0.9166666666666661,0.7393129959243041,Republican,3.0,5,0.8333333333333334
1348343316,1,0,9,0.25,,Democrat,1.0,,1.0
3842172078,6,1,3,0.277777777777777,0.22886782611224601,Democrat,9.0,5,0.8571428571428571
1216557248,4,2,7,0.25,0.129046161243973,Democrat,7.0,12,0.6666666666666666
897688524241207296,7,2,4,0.25,0.26347344287156105,Democrat,5.0,40,0.7777777777777778
704501696525787136,5,2,6,0.16666666666666602,0.21263042910311503,Democrat,3.0,13,0.7142857142857143
3233128577,2,2,6,0.25,0.18839643805497203,Democrat,2.0,14,0.5
2191111430,5,0,5,0.25,0.247302965533119,Democrat,1.0,14,1.0
37387727,5,3,5,0.23333333333333303,0.24644176571297102,Democrat,15.0,72,0.625
1950103820,7,1,4,0.25,0.179145700415405,Democrat,2.0,12,0.875
3818382012,7,1,2,0.16666666666666602,,Democrat,15.0,,0.875
1621996069,6,1,3,0.5,0.206969853929335,Republican,1.0,25,0.8571428571428571
823306293255532546,4,3,3,,,,,,0.42857142857142855
789176444207321088,5,1,4,0.3125,0.217964936670711,Democrat,4.0,10,0.8333333333333334
22824733,5,2,4,0.125,0.19192982395422903,Democrat,10.0,28,0.7142857142857143
258921238,7,2,1,0.25,0.215146830945142,Democrat,2.0,5,0.7777777777777778
283096687,3,5,2,0.30000000000000004,0.18710839653706302,Democrat,5.0,36,0.375
282884150,0,0,12,0.33333333333333304,0.0,Democrat,9.0,1,0.5
3589220899,3,0,8,0.35000000000000003,0.168626727834567,Democrat,10.0,6,1.0
232838916,4,1,7,0.13636363636363602,0.29256466413799903,Democrat,11.0,8,0.8
2575915724,6,3,2,0.33333333333333304,0.38875401971009804,Democrat,3.0,2,0.6666666666666666
155998467,5,1,6,0.225,0.219501386451517,Democrat,10.0,44,0.8333333333333334
449451484,6,0,11,0.11111111111111101,0.16870115124269403,Democrat,9.0,10,1.0
520138835,2,3,6,0.321428571428571,0.17799238384186503,Democrat,7.0,8,0.4
31585693,3,6,1,0.18181818181818102,0.21813870390487802,Democrat,11.0,6,0.3333333333333333
27975874,0,6,6,0.0,0.799480204536764,Democrat,1.0,7,0.0
880615797567234053,5,4,1,,,,,,0.4444444444444444
464156610,6,1,3,0.25,0.146544339554567,Democrat,9.0,11,0.8571428571428571
1455670278,6,3,2,0.14285714285714202,0.260230157649182,Democrat,7.0,93,0.6666666666666666
216003080,0,7,3,0.375,,Democrat,2.0,,0.0
26402930,3,3,4,0.192105263157894,0.203567394199571,Democrat,95.0,26,0.5
188912641,6,3,1,0.208333333333333,0.253722160215443,Democrat,6.0,12,0.6666666666666666
4824321689,7,4,2,0.28846153846153805,0.18402586760490303,Democrat,13.0,15,0.6363636363636364
489825874,7,1,7,0.1875,0.34831732271736704,Democrat,4.0,32,0.875
25753069,5,4,1,,0.204905286868235,,,20,0.4444444444444444
741841538,8,1,2,0.321428571428571,0.22179675864622803,Democrat,7.0,77,0.8888888888888888
42436866,3,3,4,,0.19709091692867,,,24,0.5
34050474,2,2,6,0.25,0.21452936815865903,Democrat,1.0,7,0.5
15588688,6,2,2,0.27272727272727204,0.315310805849565,Democrat,11.0,30,0.75
18071459,3,7,0,0.7621951219512191,0.7071874697801861,Republican,123.0,6,0.7
4901834513,5,2,6,0.25,0.110195605446366,Democrat,4.0,3,0.7142857142857143
90590607,6,0,7,0.25,0.145983838342533,Democrat,5.0,2,1.0
15075797,5,2,4,0.33333333333333304,,Democrat,3.0,,0.7142857142857143
780550317616214020,5,2,4,,,,,,0.2857142857142857
12891382,4,4,3,,0.279539568166464,,,21,0.5
942056471293976577,5,4,2,,,,,,0.4444444444444444
20945705,7,4,0,0.125,0.18029467366058202,Democrat,4.0,7,0.6363636363636364
44158017,4,1,7,0.28125,0.20087351929966102,Democrat,8.0,2,0.8
806839555,7,1,4,0.25,0.37404678115093604,Democrat,5.0,4,0.875
65731776,4,5,2,,0.095516110618185,,,2,0.5555555555555556
21832208,7,3,2,0.25,0.23867844308426903,Democrat,5.0,15,0.7
794251041839529984,8,2,1,0.234375,0.22287509647220702,Democrat,16.0,48,0.8
371567250,3,3,4,,0.147811239275662,,,8,0.5
511079248,3,3,4,0.6666666666666661,0.740058997516552,Republican,63.0,2,0.5
885321037424078848,3,0,7,0.375,0.089055183014903,Democrat,2.0,4,1.0
1066222170,5,2,5,0.25,0.170514079289731,Democrat,12.0,10,0.7142857142857143
800849248652840961,2,2,6,,,,,,0.5
312387472,2,3,5,0.7000000000000001,0.699327429954937,Republican,10.0,9,0.6
32500756,4,1,5,,0.17867442910935502,,,12,0.2
201377061,5,2,5,0.125,0.287347216474024,Democrat,2.0,18,0.7142857142857143
915239916,6,0,4,0.208333333333333,0.17992481990713702,Democrat,6.0,25,1.0
419983894,6,3,1,0.277777777777777,0.191559760280709,Democrat,9.0,30,0.6666666666666666
358618003,9,3,0,0.1875,,Democrat,52.0,,0.75
427704594,4,2,4,0.16666666666666602,0.212884424827459,Democrat,9.0,14,0.6666666666666666
826627039985819653,1,7,2,,,,,,0.875
796828641556594688,6,2,4,0.0,0.20016780527303002,Democrat,1.0,32,0.75
248469693,2,2,7,0.27314814814814803,0.174205560556797,Democrat,54.0,15,0.5
720776556,8,2,5,,0.280466487311454,,,152,0.2
4478958561,7,4,0,0.2,0.193394909703232,Democrat,5.0,33,0.6363636363636364
243440810,6,2,3,0.25,0.140943906751574,Democrat,19.0,12,0.75
762060,7,1,4,0.25,0.16043737056752602,Democrat,2.0,1,0.875
188216649,5,2,3,0.25,0.159003294140975,Democrat,4.0,6,0.7142857142857143
131042743,7,1,7,0.28846153846153805,0.209726791165935,Democrat,13.0,59,0.875
780037202499739649,4,2,4,,,,,,0.3333333333333333
16847767,1,5,6,0.155172413793103,0.19860452167814702,Democrat,29.0,30,0.16666666666666666
885626677,9,2,2,0.25,0.204232589261921,Democrat,10.0,6,0.8181818181818182
2546271496,5,3,2,,0.214363785668738,,,32,0.375
4800598694,3,2,6,0.0625,0.20723147844660703,Democrat,4.0,7,0.6
1381289574,5,6,0,0.28571428571428503,,Democrat,7.0,,0.45454545454545453
20464538,0,7,5,0.6666666666666661,0.7240976553626141,Republican,24.0,32,1.0
447195919,6,1,3,0.4,0.17983048136714902,Democrat,5.0,5,0.8571428571428571
804916603,5,2,3,0.25,0.20225649861365502,Democrat,7.0,9,0.7142857142857143
3183661021,4,4,2,0.0,0.21221909072992,Democrat,2.0,21,0.5
4914305528,5,1,5,0.25,0.098377519034992,Democrat,1.0,2,0.8333333333333334
2821605819,5,2,5,0.25,0.41090928922774805,Democrat,4.0,50,0.7142857142857143
21900041,5,3,2,0.5,0.204003439584613,Republican,1.0,14,0.625
1596494690,7,1,3,0.36666666666666603,,Democrat,15.0,,0.875
14775050,5,4,1,0.35714285714285704,0.211674423312692,Democrat,7.0,20,0.5555555555555556
29209071,3,4,3,0.25,0.19812090816666603,Democrat,3.0,89,0.42857142857142855
825619093654953986,4,7,0,,,,,,0.6363636363636364
102399691,10,1,3,0.177083333333333,0.38249878819480604,Democrat,24.0,143,0.9090909090909091
770575610,1,1,9,0.257692307692307,0.17625268782952003,Democrat,65.0,6,0.5
381016510,7,1,2,0.33333333333333304,0.21313737353987203,Democrat,6.0,25,0.875
190637206,6,0,4,0.17857142857142802,0.26984453908722,Democrat,7.0,12,1.0
303947001,6,2,4,0.33333333333333304,0.24024869927123202,Democrat,3.0,15,0.75
19294634,2,5,3,0.28947368421052605,0.222291143183064,Democrat,38.0,7,0.2857142857142857
21431950,4,3,4,0.10144927536231801,0.178049079979773,Democrat,69.0,12,0.5714285714285714
74725212,6,2,3,,0.5059049130251361,,,2,0.25
15938984,6,0,8,0.15625,0.07645989590228701,Democrat,8.0,2,1.0
56056088,4,3,3,0.375,,Democrat,2.0,,0.5714285714285714
168818394,7,1,3,0.28333333333333305,0.19282584903774502,Democrat,15.0,20,0.875
21430872,6,1,4,0.25,0.22111592499218402,Democrat,11.0,60,0.8571428571428571
1293286250,6,2,3,0.25,0.24650175929909202,Democrat,16.0,52,0.75
61366620,7,3,0,0.30000000000000004,0.30719487958531805,Democrat,5.0,38,0.7
1443745662,8,2,3,0.125,,Democrat,2.0,,0.8
3419128989,7,3,2,0.21428571428571402,0.15009346110718602,Democrat,7.0,4,0.7
81979135,6,2,2,0.308823529411764,0.20806298232078801,Democrat,17.0,41,0.75
3257591580,1,2,10,0.223214285714285,0.33245661856137404,Democrat,28.0,8,0.3333333333333333
973977446017052674,6,3,1,,,,,,0.3333333333333333
845463837738459136,8,2,2,0.1,0.20736956674539703,Democrat,5.0,40,0.8
1419388124,5,4,2,0.15,0.235418914050384,Democrat,5.0,41,0.5555555555555556
2574664840,3,3,4,0.25,0.259383115080817,Democrat,4.0,20,0.5
2378956525,6,0,4,0.116071428571428,0.191410395425673,Democrat,28.0,14,1.0
2520790105,2,1,7,0.33333333333333304,0.254761558446763,Democrat,3.0,27,0.6666666666666666
879377924209737728,1,9,0,0.818181818181818,,Republican,33.0,,0.9
300532585,7,0,3,0.75,0.21806480996912903,Republican,1.0,18,0.0
3448872975,6,2,2,0.25,0.17534549944843503,Democrat,2.0,18,0.75
3354099425,3,0,9,0.25,0.152947563980461,Democrat,8.0,41,1.0
3278682020,1,1,8,0.12142857142857101,0.075690889762245,Democrat,35.0,10,0.5
2543794168,4,2,5,0.17857142857142802,0.164297002258758,Democrat,7.0,12,0.6666666666666666
988216817306034178,0,0,10,,,,,,0.5
330648184,4,1,6,0.375,0.18761772018455,Democrat,4.0,32,0.8
178243149,8,1,4,0.375,0.20645647846261803,Democrat,2.0,5,0.8888888888888888
2792720831,4,3,4,0.25,0.048367046703073006,Democrat,19.0,1,0.5714285714285714
42784926,3,0,7,0.25,,Democrat,1.0,,1.0
1499682164,5,3,2,0.25,0.200545811255116,Democrat,6.0,36,0.625
1581691465,5,1,6,0.291666666666666,0.166293724046642,Democrat,6.0,15,0.8333333333333334
33235771,3,6,2,0.25645161290322505,0.208630462209967,Democrat,155.0,26,0.3333333333333333
22881505,6,3,3,0.416666666666666,0.19223732405019903,Democrat,54.0,24,0.6666666666666666
100822546,8,2,2,0.25,0.273112485102226,Democrat,5.0,62,0.8
760811778112647168,7,2,2,0.25,0.239981885254117,Democrat,5.0,115,0.7777777777777778
472503942,4,0,6,0.1875,0.20311305127623103,Democrat,4.0,47,1.0
37731769,6,2,5,0.28040540540540504,0.20888080225601402,Democrat,74.0,18,0.75
3248463512,3,0,7,0.201388888888888,0.146489644716972,Democrat,36.0,9,1.0
18453278,5,4,1,0.28308823529411703,0.754737260867648,Democrat,136.0,1,0.5555555555555556
991634754,6,3,2,0.25520833333333304,0.17972349816930902,Democrat,96.0,8,0.6666666666666666
480605581,3,2,5,,,,,,0.4
784199915517861890,5,1,6,,,,,,0.16666666666666666
3087071556,2,3,9,,,,,,0.6
16497945,6,1,3,0.28125,0.20417141601395103,Democrat,8.0,28,0.8571428571428571
45321454,6,2,4,,0.301894924306427,,,69,0.25
19739126,2,8,0,0.75,0.6650514542943291,Republican,12.0,241,0.8
34529469,4,5,3,0.33333333333333304,0.29635623675695405,Democrat,9.0,3,0.4444444444444444
47231175,7,1,2,0.19736842105263103,0.23189744427333603,Democrat,19.0,17,0.875
821433498783404035,1,9,0,,,,,,0.9
460482889,4,1,7,0.25,0.22657588724548702,Democrat,1.0,15,0.8
73005586,4,2,4,0.25,0.287405293327185,Democrat,5.0,87,0.6666666666666666
18567229,2,3,6,0.222383720930232,0.17984092809513802,Democrat,172.0,21,0.4
247591270,2,4,4,0.8214285714285711,0.694311142455807,Republican,7.0,15,0.6666666666666666
241257336,5,4,2,0.25,0.228364181228866,Democrat,2.0,42,0.5555555555555556
949060758,5,4,2,0.295454545454545,0.18562615841186603,Democrat,11.0,18,0.5555555555555556
408714534,6,1,4,0.3375,0.21263408385676003,Democrat,40.0,14,0.8571428571428571
777713015797850112,6,2,2,0.295454545454545,,Democrat,11.0,,0.75
1414118940,4,3,3,0.25,0.17552831198350502,Democrat,1.0,10,0.5714285714285714
455483958,3,2,5,0.25,0.178962985042763,Democrat,27.0,6,0.6
24919772,5,3,5,0.078125,0.165400023677399,Democrat,16.0,7,0.625
81667148,6,2,4,0.25,0.20187669679071302,Democrat,6.0,15,0.75
2311095618,5,5,2,0.16666666666666602,0.24009017855830503,Democrat,3.0,53,0.5
458778352,4,3,4,0.8148148148148141,0.24184849000466102,Republican,27.0,4,0.42857142857142855
48224749,3,4,5,0.05,0.195825009604037,Democrat,5.0,7,0.42857142857142855
181655719,5,1,5,0.321428571428571,0.19254064624851003,Democrat,7.0,67,0.8333333333333334
129683769,7,4,4,0.28333333333333305,0.26002132171334,Democrat,15.0,4,0.6363636363636364
28640666,4,5,1,0.221153846153846,0.18519809232476603,Democrat,26.0,9,0.4444444444444444
1072970280249769985,3,1,7,,,,,,0.25
782770337272520704,4,3,4,0.1875,0.14613596237616,Democrat,16.0,13,0.5714285714285714
79306562,4,2,4,0.17857142857142802,0.260295695086744,Democrat,14.0,64,0.6666666666666666
917593567761137667,3,6,1,,,,,,0.6666666666666666
337489668,6,2,3,0.23750000000000002,0.192191550755822,Democrat,20.0,31,0.75
821840834794586113,6,0,6,,,,,,0.0
34998160,4,3,4,0.3125,0.190414601423218,Democrat,8.0,48,0.5714285714285714
426510507,0,6,5,0.9375,0.69607217311793,Republican,4.0,6,1.0
992641523274498048,7,2,2,,0.184837428576884,,,65,0.2222222222222222
