index,Democrat,Republican,Ambigious,i_score,party
19890385,4,1,8,0.055555555555555004,Democrat
945905209,3,2,5,0.1,Democrat
1902163488,2,5,4,0.204545454545454,Democrat
808024553159098368,0,8,2,,
22133016,5,5,6,,
283380169,2,4,4,0.5625,Republican
2809494898,1,9,2,0.7222222222222221,Republican
2459851813,7,5,1,,
69434692,2,2,12,,
39031579,2,4,5,,
1913027538,4,3,4,0.204545454545454,Democrat
1536739736,1,3,6,,
1940002345,1,6,4,0.808823529411764,Republican
17929907,6,5,3,0.259803921568627,Democrat
2204875680,3,3,6,0.279411764705882,Democrat
73789771,3,5,4,,
767072603278159872,0,8,2,0.5882352941176471,Republican
25207924,0,2,8,0.794117647058823,Republican
26515831,5,5,3,0.125,Democrat
20088952,8,3,6,,
390103810,8,3,1,0.2265625,Democrat
3344561043,0,7,3,0.833333333333333,Republican
565883537,1,6,3,0.818181818181818,Republican
93883347,10,4,6,0.21590909090909002,Democrat
1167318679,4,1,8,0.07142857142857101,Democrat
22260296,4,5,4,0.21428571428571402,Democrat
2994747118,1,6,4,0.0,Democrat
827358042253582336,0,9,1,,
32995778,4,1,6,0.208333333333333,Democrat
883622921175842816,5,2,3,0.1,Democrat
4005049563,6,0,5,0.291666666666666,Democrat
72515913,2,4,4,0.277777777777777,Democrat
30376473,4,4,5,0.25,Democrat
822247300118573056,0,7,4,,
589860843,5,4,1,0.074074074074074,Democrat
766461751407865856,4,2,7,0.33333333333333304,Democrat
824811783919697922,5,4,2,,
498443358,3,6,5,0.14285714285714202,Democrat
864062539,2,1,7,0.661454614650105,Republican
517927799,2,7,3,0.8552631578947361,Republican
326973218,2,2,6,0.257731958762886,Democrat
362765684,8,2,3,0.321428571428571,Democrat
2459151859,4,1,5,0.05,Democrat
1473923509,0,9,1,0.8653846153846151,Republican
1453189753,1,1,8,0.9375,Republican
352548417,4,4,4,0.276315789473684,Democrat
4853805423,2,5,3,,
3068750655,0,2,8,0.8125,Republican
24291857,10,3,2,0.2,Democrat
20820321,6,3,3,0.125,Democrat
2891788216,6,2,5,0.25,Democrat
2823099774,1,5,4,0.6824762665427581,Republican
255873231,0,4,6,,
583012045,4,2,5,,
16131748,2,6,3,,
108038645,4,4,7,0.30000000000000004,Democrat
106281661,6,5,1,0.194444444444444,Democrat
192233861,1,7,2,,
74549457,0,2,8,0.9642857142857141,Republican
779422450320826368,1,5,4,0.875,Republican
50230304,6,6,1,0.2,Democrat
914482993,0,0,12,0.25,Democrat
2584908954,1,6,3,0.6911764705882351,Republican
19203099,1,9,5,0.875,Republican
523702651,0,7,3,0.85,Republican
47169338,4,6,0,0.305555555555555,Democrat
388976053,5,7,2,0.15,Democrat
811262824034877440,6,1,8,0.30769230769230704,Democrat
408109805,3,3,4,,
535378373,6,2,4,0.397058823529411,Democrat
265557006,2,5,3,0.125,Democrat
269272897,5,4,2,0.318181818181818,Democrat
261355793,2,6,4,0.27083333333333304,Democrat
793130211755917312,5,4,2,0.33333333333333304,Democrat
47567273,3,2,7,0.15384615384615302,Democrat
2500318999,2,6,2,0.16847826086956502,Democrat
3190886592,5,3,4,0.194444444444444,Democrat
2880376206,2,6,3,,
1007068496,3,5,3,,
69709068,4,3,3,0.21875000000000003,Democrat
713533689767063553,2,5,3,,
2773829237,3,5,4,0.5,Republican
3320895309,3,3,4,0.5,Republican
1128454344439889921,0,6,4,,
281682020,8,4,0,0.33333333333333304,Democrat
1262789965,8,0,5,0.15384615384615302,Democrat
428645072,0,8,3,,
41308137,6,4,2,0.216666666666666,Democrat
77159384,3,0,10,,
3428071973,0,7,4,0.8571428571428571,Republican
822210587157532672,1,7,3,0.8125,Republican
2717833815,2,3,5,0.33333333333333304,Democrat
2279146838,1,6,4,,
750594607,1,4,6,1.0,Republican
718570910,4,3,3,,
732166182208339969,1,7,2,,
887145463,4,5,3,,
891132259713126400,0,10,4,0.725,Republican
15393702,2,5,3,0.25,Democrat
1868891598,0,6,4,0.74286149643396,Republican
3747967761,3,3,4,0.0,Democrat
180810535,2,2,6,,
1360804964,0,4,6,,
800325257957474304,1,6,4,0.928571428571428,Republican
92295546,7,4,1,0.0,Democrat
47275919,3,6,1,0.17500000000000002,Democrat
228876112,0,2,8,0.625,Republican
865186040,1,5,5,0.7916666666666661,Republican
1364897340,7,2,3,0.21428571428571402,Democrat
2168910246,7,0,5,0.27272727272727204,Democrat
500153925,6,7,1,0.038461538461538006,Democrat
3129126278,1,8,3,0.7822743932981381,Republican
2304121382,0,5,5,0.6875,Republican
252274437,5,5,3,0.1875,Democrat
205081071,2,7,3,0.8690476190476191,Republican
165071554,9,3,3,0.34913793103448204,Democrat
538608797,5,3,3,0.31499680423834503,Democrat
1187624539,6,1,6,0.416666666666666,Democrat
366491790,5,5,1,0.14285714285714202,Democrat
50158414,4,4,4,0.08333333333333301,Democrat
21899753,8,4,2,,
1713683502,3,5,3,0.743055555555555,Republican
173196965,2,7,1,0.21,Democrat
287830408,3,4,3,0.25,Democrat
4151364672,0,8,2,0.75,Republican
32414588,4,3,4,,
16272955,5,3,5,0.28571428571428503,Democrat
381011832,4,3,3,,
2989005148,1,7,2,,
310074012,3,3,5,0.416666666666666,Democrat
426853205,6,3,4,0.1,Democrat
292444688,1,7,4,,
965656678673854464,4,2,7,0.32894736842105204,Democrat
4499266994,0,8,3,0.55,Republican
30286958,2,4,7,0.15384615384615302,Democrat
898223851645136896,0,6,4,0.785714285714285,Republican
1059240924,4,4,4,0.8557692307692301,Republican
4914539795,0,5,6,,
717346220,6,3,2,0.25,Democrat
928665488,7,4,3,0.0625,Democrat
193457231,8,3,1,,
2257156922,5,3,5,0.125,Democrat
822996494730936320,1,5,4,0.16666666666666602,Democrat
96293719,4,4,3,,
3048576541,0,9,2,,
23890246,3,2,6,0.25,Democrat
19068505,4,4,5,0.125,Democrat
1050964841190453249,0,3,8,,
102892653,0,5,5,1.0,Republican
21484068,5,3,3,0.276315789473684,Democrat
60952184,1,3,6,0.291666666666666,Democrat
1407813990,4,3,4,0.18181818181818102,Democrat
787721929868341249,3,6,1,,
1549917763,4,3,3,0.12121212121212101,Democrat
38670213,0,5,5,0.925,Republican
95081561,0,8,2,0.75,Republican
330589117,1,3,6,0.583333333333333,Republican
708704504217280513,0,10,1,,
1329529915,5,4,4,0.28571428571428503,Democrat
1061741437,9,1,3,,
1917430519,0,8,4,0.8833333333333331,Republican
437917065,2,5,3,0.6597425749548721,Republican
3841976232,3,4,3,0.375,Democrat
763111657,4,2,5,0.0,Democrat
17290000,6,1,6,0.28125,Democrat
961331352309149696,0,7,4,0.75,Republican
2189048400,3,5,3,,
30119791,4,1,8,0.25,Democrat
4883426981,5,3,3,0.15,Democrat
755767378236084224,6,2,4,0.277777777777777,Democrat
829355089118781440,3,4,4,,
91904077,3,5,3,0.35000000000000003,Democrat
1961529889,0,6,4,0.826086956521739,Republican
20311009,1,6,4,0.234375,Democrat
178954242,6,3,6,0.21649892628007403,Democrat
396285214,1,8,4,0.8095238095238091,Republican
346199978,0,10,1,0.9642857142857141,Republican
15118921,5,5,3,0.30000000000000004,Democrat
88180673,12,0,3,,
159393754,1,3,6,0.833333333333333,Republican
32146797,5,3,2,,
1274900728004218880,1,4,5,0.766666666666666,Republican
439586756,5,4,1,0.75,Republican
1081386620992057345,1,5,5,,
95024674,1,2,7,1.0,Republican
3876877341,4,2,6,0.16666666666666602,Democrat
2412044402,6,3,3,0.208333333333333,Democrat
42120550,3,7,0,0.5,Republican
201974348,3,5,2,0.211538461538461,Democrat
469880891,1,7,2,0.8382352941176471,Republican
2182917212,5,4,5,,
1111269409,7,4,3,0.25,Democrat
1004548047278366720,1,9,1,0.8541666666666661,Republican
903407222423728131,7,2,5,,
820818532892086273,7,3,4,,
624798201,2,8,2,0.833333333333333,Republican
932508774698504192,0,6,4,0.75,Republican
109042814,1,5,4,0.8095238095238091,Republican
44145843,5,4,4,,
272216977,1,6,3,0.25,Democrat
43598805,3,3,6,0.2,Democrat
1154998800,5,6,2,0.16666666666666602,Democrat
545404284,6,3,5,,
277137106,0,2,8,0.8214285714285711,Republican
434376520,3,4,6,,
528968487,5,1,8,,
2587906196,2,5,4,0.0,Democrat
44474180,4,4,3,0.25,Democrat
487035253,4,2,7,0.25,Democrat
15924415,2,4,4,,
18804118,8,1,6,0.273809523809523,Democrat
922902360,0,8,2,0.625,Republican
1249303778,2,5,4,,
788297370,5,4,2,,
2712555594,0,1,9,,
53489880,9,2,6,,
34284860,2,5,3,0.041666666666666005,Democrat
373640001,3,2,7,0.25,Democrat
289400483,7,3,3,0.115384615384615,Democrat
438796821,6,2,4,0.25,Democrat
821134316637802501,3,6,1,,
1006415022,1,9,1,0.75,Republican
102808633,1,6,3,,
901640003712819200,5,3,2,,
16139470,3,0,9,0.267857142857142,Democrat
841776095275962368,0,9,1,0.763157894736842,Republican
2825283453,2,7,1,,
111511015,3,4,3,0.796875,Republican
191098835,1,5,5,0.08333333333333301,Democrat
868932342,1,2,7,0.934210526315789,Republican
25222189,5,3,5,0.05,Democrat
3260268680,6,2,4,,
833781272598024192,5,3,5,0.33333333333333304,Democrat
479851316,0,6,4,0.803571428571428,Republican
2973499941,4,0,9,0.625,Republican
735831675674890242,4,1,5,,
999334724,5,4,3,,
861737647,2,6,3,0.208333333333333,Democrat
896159982,3,4,4,,
389025137,2,4,6,0.17156862745098,Democrat
738371277484740608,0,10,2,,
42215393,2,6,3,0.5,Republican
254854424,1,1,8,0.65625,Republican
2444453023,3,5,2,,
20558712,5,5,0,0.355263157894736,Democrat
760232623,1,3,6,0.85,Republican
110785655,5,6,1,0.291666666666666,Democrat
625374659,0,5,6,0.9062500000000001,Republican
1176873348942446593,3,3,4,,
360918976,4,5,4,0.07142857142857101,Democrat
18964487,7,2,3,0.375,Democrat
718203205834948608,2,7,2,0.7812500000000001,Republican
1347855194,4,2,6,0.265151515151515,Democrat
197869912,5,2,6,,
544746982,5,4,2,0.305555555555555,Democrat
793233817968476161,3,6,1,,
2895573237,6,2,4,0.33333333333333304,Democrat
907075632,7,4,4,0.25,Democrat
989525340,1,6,3,,
377628601,1,4,5,0.0,Democrat
25524199,5,5,2,0.208333333333333,Democrat
45493777,0,8,2,0.6875,Republican
797132806031745024,0,6,4,0.9375,Republican
84936614,7,5,4,0.28125,Democrat
101596648,0,9,1,1.0,Republican
35062858,9,3,3,0.116071428571428,Democrat
961045430435008513,0,7,3,,
30481580,1,6,4,0.7812500000000001,Republican
24465419,0,6,4,,
597474432,4,5,1,0.152777777777777,Democrat
300469536,4,5,3,0.18181818181818102,Democrat
832833766510845952,5,2,4,0.28125,Democrat
4049354954,3,6,2,0.278571428571428,Democrat
806664139653398536,2,5,4,,
92865741,0,9,2,0.75,Republican
99567627,1,3,6,,
24077664,5,3,2,0.1875,Democrat
23844647,7,1,4,0.225,Democrat
1913264444,6,2,4,0.25,Democrat
168178331,0,3,7,0.8690476190476191,Republican
871569210161364992,3,5,2,0.8541666666666661,Republican
1099234603,6,2,4,0.232142857142857,Democrat
1514617003,6,2,5,0.16666666666666602,Democrat
700310502,2,6,2,0.25,Democrat
24204144,5,4,3,0.12903225806451601,Democrat
2481787142,1,0,13,,
165180189,4,3,3,0.225,Democrat
25429371,1,8,3,0.7321428571428571,Republican
3353371521,1,5,4,,
484980949,3,3,4,,
583983195,7,5,3,0.16666666666666602,Democrat
394346382,5,3,2,,
1087334594502889472,1,2,7,1.0,Republican
838396930199793666,0,8,3,,
42819735,0,9,2,0.7187500000000001,Republican
1325903317,0,8,4,,
1433440130,6,5,3,,
3436020166,2,1,12,,
239617607,5,3,2,0.279411764705882,Democrat
3794617943,7,2,9,,
179652510,10,5,0,0.30813953488372003,Democrat
80225227,8,3,4,,
1363726741,3,4,5,0.25,Democrat
879036258,0,10,0,0.724184307619214,Republican
15989604,2,1,9,0.30000000000000004,Democrat
865823924805914624,0,0,11,,
33405948,1,4,5,0.8552631578947361,Republican
823616163624222720,1,3,6,0.636363636363636,Republican
968146506,4,3,3,0.0,Democrat
32580803,2,4,5,0.30000000000000004,Democrat
803447007918559232,5,1,6,0.16666666666666602,Democrat
413512470,3,2,5,0.75,Republican
1374607123,6,3,1,0.1875,Democrat
23697168,2,3,5,0.204545454545454,Democrat
32394815,1,4,5,0.9256756756756751,Republican
508349274,3,6,1,0.33333333333333304,Democrat
2318270108,4,6,0,0.24410029498525002,Democrat
324020239,2,4,4,0.8125,Republican
2480490476,7,2,4,0.0,Democrat
125271028,3,3,6,0.194444444444444,Democrat
424517660,4,1,8,0.25,Democrat
26901612,5,4,3,0.269230769230769,Democrat
40393224,0,2,8,0.9375,Republican
32870314,0,6,4,0.7368421052631571,Republican
3108375436,0,7,5,0.734375,Republican
13963372,0,10,0,,
3912877452,2,5,5,0.23611111111111102,Democrat
2952787651,6,0,4,0.375,Democrat
833804295518748673,0,5,5,,
17753577,5,3,5,0.22877358490566002,Democrat
769792820,4,6,2,0.225,Democrat
2352054330,6,6,1,0.276315789473684,Democrat
759451230,7,3,5,0.21428571428571402,Democrat
64092459,1,9,0,0.26190476190476103,Democrat
759239640759042048,3,2,7,0.25,Democrat
1300142406,5,3,3,,
43672382,0,7,3,0.7456140350877191,Republican
624875938,8,2,3,0.25,Democrat
525799800,3,8,1,,
25150161,0,6,4,0.85,Republican
36282995,4,3,4,0.25,Democrat
313818130,7,1,8,0.30000000000000004,Democrat
48945308,5,0,6,0.33974358974358904,Democrat
3408164933,3,4,6,0.223539722648977,Democrat
252299222,5,3,4,0.25,Democrat
979714448,1,8,2,,
36028398,0,8,4,0.8571428571428571,Republican
148355483,3,6,1,0.22222222222222202,Democrat
14434693,4,4,3,0.16666666666666602,Democrat
374052792,2,4,4,,
52031981,0,4,6,,
26562748,6,1,5,0.2,Democrat
27983732,4,4,4,,
783511711630266368,1,9,2,0.7884615384615381,Republican
247036558,6,5,3,,
531480305,0,4,6,0.833333333333333,Republican
757005261261381632,8,2,3,0.19047619047619002,Democrat
702649280427855876,5,4,1,,
742147436576014336,7,2,1,0.25,Democrat
2714278283,5,5,2,,
940540236,1,4,5,0.7812500000000001,Republican
2747627977,2,5,5,0.27083333333333304,Democrat
381730282,0,6,4,,
64914137,2,1,7,0.731518094407256,Republican
38109190,0,5,5,0.75,Republican
3238294442,2,5,4,0.25,Democrat
292725126,3,4,4,0.75,Republican
52489960,5,2,6,0.1875,Democrat
4443595814,0,6,5,0.9,Republican
63099553,1,7,2,0.20342996333106603,Democrat
258626999,1,7,2,0.7142857142857141,Republican
15970649,1,6,3,0.34615384615384603,Democrat
1087677133,0,5,5,0.25,Democrat
4229423897,0,10,4,0.7812500000000001,Republican
1247750384,6,3,5,,
164069251,4,2,7,0.0,Democrat
773172669403500544,2,7,2,,
811802347,5,1,6,0.27,Democrat
2961673045,7,3,5,0.25,Democrat
2248694604,1,5,4,0.675,Republican
796211978935144449,4,3,5,,
1016079274795679744,0,4,6,0.9622641509433961,Republican
55084919,11,3,3,0.28125,Democrat
132710843,0,0,17,0.22222222222222202,Democrat
33538427,6,3,3,0.177631578947368,Democrat
16261100,1,3,6,0.16666666666666602,Democrat
127135774,3,4,3,0.20588235294117602,Democrat
299576820,6,1,5,0.25,Democrat
230064454,4,6,4,,
34334773,1,4,6,0.7812500000000001,Republican
248959749,6,3,4,0.182432432432432,Democrat
1413955044,0,3,7,0.660714285714285,Republican
571030630,6,6,2,0.25,Democrat
1102278582859120640,4,4,2,,
511142862,6,3,4,0.291666666666666,Democrat
2287376294,4,1,5,0.321428571428571,Democrat
917065866809819136,1,7,3,0.8636363636363631,Republican
63564245,3,3,6,,
952170937906008065,0,9,3,,
772280915854696449,0,9,4,,
3422424723,1,1,9,0.794117647058823,Republican
25320407,1,3,6,,
366071323,2,4,4,0.5,Republican
19337363,1,3,6,,
839854634,3,5,5,0.4,Democrat
760251960855519232,3,8,2,0.7840909090909091,Republican
307543855,5,4,1,,
870014151065833474,0,10,2,,
629464448,1,7,4,0.928571428571428,Republican
2413023128,6,3,2,,
111991658,2,6,3,0.631578947368421,Republican
21127295,6,5,2,,
51878363,3,6,5,,
545276023,3,3,6,0.208333333333333,Democrat
22214276,9,2,5,0.1875,Democrat
49916007,0,5,5,1.0,Republican
25309601,1,6,3,0.75,Republican
427137482,6,3,3,0.1875,Democrat
459715372,2,7,2,,
1052603476834828288,1,12,1,,
17264536,6,3,5,0.30357142857142805,Democrat
885516405843533825,1,5,4,,
2906542217,5,5,3,0.25,Democrat
1029462413458980865,2,6,2,,
131937337,5,2,3,0.34090909090909005,Democrat
29112110,3,2,5,0.1875,Democrat
1573841119,1,5,4,0.5625,Republican
36682899,0,7,3,0.7352941176470581,Republican
873564244473720834,1,7,3,,
510948692,0,5,5,0.75,Republican
440601297,5,4,4,0.208333333333333,Democrat
25506240,9,2,3,0.25,Democrat
782291528236601348,0,10,1,,
2784989343,6,3,4,0.239583333333333,Democrat
1010979907,5,1,9,0.416666666666666,Democrat
397435345,5,2,8,0.25,Democrat
370515217,0,5,5,,
1069634516850012160,5,4,4,0.08333333333333301,Democrat
592898252,0,1,10,0.63235294117647,Republican
137199791,1,6,5,,
326903144,2,4,4,1.0,Republican
957604694,2,2,7,,
3371561954,2,7,2,,
21597194,0,4,6,0.805555555555555,Republican
908290647748173825,2,8,2,,
36819675,0,7,3,0.37925170068027203,Democrat
1077904634,3,5,3,0.8250000000000001,Republican
508863113,5,3,3,0.30000000000000004,Democrat
2890041417,0,9,2,,
603924278,10,1,4,,
161175909,5,6,1,0.25,Democrat
33718532,0,6,6,0.75,Republican
66206252,4,7,2,,
4205057873,3,6,3,,
1062173510,6,3,5,0.1875,Democrat
2401001643,6,1,4,,
113953397,6,4,3,0.30000000000000004,Democrat
863698633,3,4,3,0.20588235294117602,Democrat
2773842067,7,3,3,0.33333333333333304,Democrat
546541187,3,4,3,,
818690,3,3,4,0.509615384615384,Republican
23172594,4,4,2,,
95320021,5,4,4,0.25,Democrat
303600178,6,1,5,0.392857142857142,Democrat
391845440,0,4,6,0.9821428571428571,Republican
236915753,1,3,6,0.4,Democrat
24016597,7,2,2,0.18047999409439802,Democrat
606811947,8,1,4,,
833888316,7,2,3,0.17500000000000002,Democrat
33613357,1,5,4,0.9500000000000001,Republican
32677252,1,7,3,0.861111111111111,Republican
801502376,0,8,2,0.704545454545454,Republican
306605069,2,5,6,,
1322559504,0,6,5,,
4878610324,5,7,2,,
825880042601279488,0,7,3,0.875,Republican
17278765,0,7,4,,
1856231407,5,3,5,,
47234626,3,4,3,0.1875,Democrat
798986784830943232,0,9,1,,
3063520129,2,5,5,0.16666666666666602,Democrat
106927705,6,4,3,0.18181818181818102,Democrat
29314243,0,4,6,,
20882602,2,6,3,0.12863725548371702,Democrat
115473990,1,7,3,1.0,Republican
704045356,1,3,7,0.322033898305084,Democrat
94999200,4,3,4,0.069444444444444,Democrat
1355259482,5,2,7,0.5,Republican
221372941,2,7,1,,
48568857,4,3,3,0.25,Democrat
809063908153683968,3,4,4,0.125,Democrat
48249973,1,6,3,0.772727272727272,Republican
28627025,1,0,9,0.25,Democrat
2910413586,2,6,3,0.392857142857142,Democrat
392644985,4,1,5,,
300368874,0,4,8,,
22911518,2,3,7,0.216119354496105,Democrat
525590041,7,5,2,,
708448943412109312,1,5,4,,
2802011894,2,5,3,0.645833333333333,Republican
18056290,5,3,4,0.25,Democrat
3181647670,4,4,4,0.288793103448275,Democrat
90020458,1,9,1,0.75,Republican
248884036,4,4,2,0.375,Democrat
21634627,2,3,6,0.23,Democrat
785289790396719104,0,6,4,0.7205882352941171,Republican
133973245,5,4,3,0.5,Republican
77807698,3,5,4,,
1191271759,0,6,4,0.875,Republican
876603176924917760,6,3,2,0.16666666666666602,Democrat
2480909844,11,0,4,0.28846153846153805,Democrat
500177376,5,2,6,0.125,Democrat
911835347474014208,0,6,4,0.9444444444444441,Republican
451777996,6,2,3,,
17680681,3,6,3,0.25,Democrat
36403273,3,3,5,,
121240525,0,5,6,0.7321428571428571,Republican
832072268,0,10,0,,
3038697768,4,3,4,0.25,Democrat
500253732,4,5,3,0.1875,Democrat
107161788,1,5,6,0.7526785714285711,Republican
2911230867,4,2,5,0.15,Democrat
3309209712,3,3,5,0.21428571428571402,Democrat
4584067461,4,2,4,0.25,Democrat
824699293999173634,5,5,2,,
813566838,0,4,6,,
832405635211870210,1,7,2,,
132674975,8,4,4,0.27272727272727204,Democrat
64283083,3,4,4,0.15384615384615302,Democrat
72276122,2,5,3,0.875,Republican
88074260,0,5,6,0.75,Republican
39716149,1,5,4,,
2984730270,6,2,3,,
32770419,5,5,1,0.5,Republican
20370018,2,5,3,0.9083333333333331,Republican
1941467048,0,6,4,0.794117647058823,Republican
205243352,3,4,3,0.25,Democrat
2158994620,0,0,10,0.875,Republican
824322754618892288,4,5,2,0.25,Democrat
1071954805,3,6,5,0.11111111111111101,Democrat
3068200581,1,8,2,0.7946428571428571,Republican
58823342,2,5,3,,
100006314,0,8,4,0.910714285714285,Republican
750898813137776640,8,1,5,0.1,Democrat
37297803,1,5,4,0.6875,Republican
2168444202,4,5,1,0.21428571428571402,Democrat
1195197054,5,3,6,0.25,Democrat
34167323,4,5,6,0.208333333333333,Democrat
722817532575354880,2,8,3,0.675,Republican
87734221,1,6,4,0.875,Republican
825378953149968384,3,4,3,0.0,Democrat
31329839,0,5,6,0.25,Democrat
20089394,2,5,4,0.785714285714285,Republican
408219680,5,1,8,,
65038458,5,3,3,0.138888888888888,Democrat
24103596,4,0,8,0.14285714285714202,Democrat
218989784,5,1,8,0.30000000000000004,Democrat
375447767,6,4,2,0.17500000000000002,Democrat
69566045,0,8,2,0.8289473684210521,Republican
632873556,10,1,4,0.22944235003312102,Democrat
1602388178,0,6,4,0.833333333333333,Republican
34472721,2,4,5,0.208333333333333,Democrat
163709877,1,3,6,,
54423596,4,2,4,,
930969546,0,9,1,0.4375,Democrat
296110552,0,16,0,0.430555555555555,Democrat
31535818,8,2,3,0.0,Democrat
276314391,3,3,9,0.174242424242424,Democrat
2384023989,0,9,3,0.7000000000000001,Republican
1265149364,2,5,3,0.75,Republican
24637446,1,1,8,0.875,Republican
875055752322445312,1,6,3,0.9090909090909091,Republican
26655063,5,3,4,0.36666666666666603,Democrat
136550204,3,7,1,0.25490196078431304,Democrat
356749713,1,3,6,,
32252458,6,4,2,0.15,Democrat
1345505731,2,5,3,0.907142857142857,Republican
2296300154,1,4,5,1.0,Republican
22221695,3,5,3,0.35000000000000003,Democrat
22749728,0,7,3,0.6666666666666661,Republican
24364710,5,2,6,0.375,Democrat
1517291023,1,6,6,,
323933294,5,5,3,0.25,Democrat
301631670,1,8,2,0.22727272727272702,Democrat
733246088,1,7,2,0.833333333333333,Republican
340952746,12,2,2,0.1875,Democrat
225188002,2,5,3,0.7763157894736841,Republican
520656841,7,3,3,0.041666666666666005,Democrat
73216488,6,3,4,0.07142857142857101,Democrat
2840524952,0,6,4,,
85468411,3,1,7,0.0625,Democrat
21327536,4,4,5,0.911458333333333,Republican
18145371,3,5,6,0.104166666666666,Democrat
19793791,2,6,2,0.204016226433122,Democrat
431783080,7,0,6,0.25,Democrat
59298851,1,4,5,,
20795495,4,4,2,,
238021510,1,5,4,0.921875,Republican
3332976185,6,1,4,,
322849206,6,3,4,0.17857142857142802,Democrat
1015472340845637632,2,4,4,0.875,Republican
36045301,4,4,4,0.09090909090909001,Democrat
67513134,0,3,7,,
3214630234,1,4,5,0.9166666666666661,Republican
1106657874,1,3,6,0.8636363636363631,Republican
345470863,1,4,5,0.16666666666666602,Democrat
566029490,3,7,4,0.20630010238429003,Democrat
810337569686908928,10,4,1,0.225,Democrat
3299957864,1,3,6,0.8269230769230761,Republican
202738809,3,3,4,0.14285714285714202,Democrat
16115948,2,7,1,0.25,Democrat
49360369,3,3,5,0.10714285714285701,Democrat
31747936,10,2,2,0.0,Democrat
181291213,4,3,6,0.22222222222222202,Democrat
16880560,5,5,2,,
222920576,3,4,5,0.42857142857142805,Democrat
1234161579643539457,3,3,4,,
834503946815184896,4,2,5,0.25,Democrat
17686147,6,3,3,0.25,Democrat
32890990,1,8,1,,
259071416,2,4,7,0.27976190476190405,Democrat
402734496,0,7,4,0.875,Republican
1006363140051881984,0,8,3,0.884615384615384,Republican
1952706475,1,1,8,0.125,Democrat
224721074,3,3,5,0.12121212121212101,Democrat
16374658,0,6,4,0.5,Republican
784815652733276160,2,4,5,0.578125,Republican
3741229829,5,2,7,0.1875,Democrat
944100705412964352,4,1,7,0.291666666666666,Democrat
1103992284,1,6,3,0.7222222222222221,Republican
109623214,4,1,9,0.140625,Democrat
2246025384,5,1,5,,
816091199970783232,5,5,3,0.5,Republican
1120142690715258880,4,3,5,0.33333333333333304,Democrat
40260766,4,4,5,0.27702702702702703,Democrat
4878697083,0,5,5,0.7916666666666661,Republican
349702930,2,5,3,0.875,Republican
2838885389,0,5,5,0.7627906976744181,Republican
769321561232777216,0,8,2,0.7916666666666661,Republican
19144086,4,5,2,0.29730545442378703,Democrat
521826631,0,6,4,0.8653846153846151,Republican
21410268,3,4,3,0.25,Democrat
220706575,5,3,5,0.18333333333333302,Democrat
80354006,7,0,8,0.375,Democrat
282282958,3,3,4,0.2,Democrat
16833601,7,3,4,0.157894736842105,Democrat
2442888594,7,2,4,,
60257586,8,3,2,0.321428571428571,Democrat
1932537848,4,5,1,0.25,Democrat
25298198,2,5,3,0.3125,Democrat
90651198,1,12,2,0.682432432432432,Republican
54729876,3,7,4,0.266129032258064,Democrat
420396740,5,3,3,0.208333333333333,Democrat
17774111,4,4,2,,
3060230995,0,6,4,0.894736842105263,Republican
76128608,4,4,4,0.234375,Democrat
844506270,3,6,1,,
262213710,9,3,3,0.25,Democrat
578505155,1,6,3,0.875,Republican
22104206,6,4,4,,
21868115,3,6,4,0.16666666666666602,Democrat
3439197291,0,3,7,0.85,Republican
749401901024718848,0,4,6,0.8125,Republican
1037072618648612865,6,0,7,,
522802547,0,5,5,0.75,Republican
2828382218,1,2,7,0.555555555555555,Republican
118918904,6,3,4,,
814498125662535680,0,4,7,0.4375,Democrat
822520954467352576,1,7,4,0.5625,Republican
1719040435,0,6,4,0.861111111111111,Republican
40329791,1,0,17,,
34485733,2,6,2,0.041044776119402,Democrat
407407474,3,6,3,0.87,Republican
119289073,3,5,2,0.375,Democrat
15430313,4,4,3,0.22727272727272702,Democrat
287134964,0,8,3,0.8888888888888881,Republican
797403411448819712,0,4,8,0.772727272727272,Republican
829937227,10,3,3,0.25,Democrat
4127023700,7,0,8,0.32627118644067804,Democrat
107625265,5,2,8,0.10277708999479701,Democrat
14635429,7,3,2,0.265625,Democrat
241412374,2,3,5,0.17500000000000002,Democrat
32566876,3,4,3,0.053571428571428006,Democrat
893986167359766528,4,5,3,,
27689907,1,5,4,0.714583333333333,Republican
225818379,2,4,5,0.8125,Republican
85786506,0,7,4,0.875,Republican
59550449,2,1,7,0.196428571428571,Democrat
829945724,6,5,4,0.36111111111111105,Democrat
301646687,0,4,6,0.9375,Republican
2598152190,2,4,4,,
335406293,7,2,4,0.34375000000000006,Democrat
16565229,3,5,3,0.0625,Democrat
138139549,3,5,3,0.25,Democrat
1293120044,3,2,5,0.291666666666666,Democrat
864920049605165056,2,2,6,0.5,Republican
839370635507687424,6,3,3,0.25,Democrat
1034622757000990720,0,0,10,,
501157857,6,2,2,0.1,Democrat
807624338874605569,0,7,3,,
17490239,4,4,4,0.21774193548387002,Democrat
14416288,7,3,2,0.18333333333333302,Democrat
539340570,2,6,2,0.295454545454545,Democrat
143320318,4,3,4,0.234375,Democrat
2549235338,1,4,5,0.208333333333333,Democrat
1175522263,2,1,10,0.25,Democrat
2355240318,6,2,3,0.25,Democrat
3437287514,1,9,2,0.7333333333333331,Republican
227424970,2,4,4,0.7732558139534881,Republican
