1,twitter_id,full_name,political_party,gender,state,type,ideology,leadership,name,party,description,introduced_bills_117,cosponsored_bills_117,unique_cosponsors_117,total_cosponsors_117
400616,432676344,G. K. Butterfield,Democrat,M,NC,rep,0.2405960015341826,0.4035844743777819,Butterfield,Democrat,moderate Democratic follower,17,352,152,231
400057,22545491,Ken Calvert,Republican,M,CA,rep,0.6439689434105675,0.4193010172414202,Calvert,Republican,rank-and-file Republican,22,262,120,186
400061,193794406,Shelley Moore Capito,Republican,F,WV,sen,0.7399599590479484,0.401843528775807,Capito,Republican,rank-and-file Republican,22,415,85,228
412258,199325935,André Carson,Democrat,M,IN,rep,0.0964300342457662,0.4907066645077564,Carson,Democrat,progressive Democrat,17,1036,151,271
400068,18030431,John R. Carter,Republican,M,TX,rep,0.5669232099442191,0.1706874279720533,Carter [TX31],Republican,moderate Republican follower,6,141,18,19
412269,1017500185356853248,Bill Cassidy,Republican,M,LA,sen,0.794486891798029,0.5239310868130821,Cassidy,Republican,rank-and-file Republican,59,335,81,205
412195,1880674038,Kathy Castor,Democrat,F,FL,rep,0.1688724177750247,0.8067653936319094,Castor,Democrat,moderate Democratic leader,25,476,394,758
400071,237750442,Steve Chabot,Republican,M,OH,rep,0.6971471650381627,0.5562738811310955,Chabot,Republican,moderate Republican leader,14,260,98,125
412379,193732179,Judy Chu,Democrat,F,CA,rep,0.1084659795055598,0.8610954522175615,Chu,Democrat,progressive Democratic leader,38,784,258,1408
412470,462143773,David N. Cicilline,Democrat,M,RI,rep,0.1617575371495625,0.951286275196233,Cicilline,Democrat,moderate Democratic leader,42,765,281,1797
412221,240812994,Yvette D. Clarke,Democrat,F,NY,rep,0.0921057098431057,0.7413294528529963,Clarke,Democrat,progressive Democrat,34,627,272,1047
400639,163570705,Emanuel Cleaver,Democrat,M,MO,rep,0.1888614211078316,0.5843078097179685,Cleaver,Democrat,rank-and-file Democrat,24,529,150,245
400075,188019606,James E. Clyburn,Democrat,M,SC,rep,0.2535764484221429,0.6337103012750281,Clyburn,Democrat,rank-and-file Democrat,17,69,200,364
412236,162069635,Steve Cohen,Democrat,M,TN,rep,0.1445563365020191,0.8075915338667045,Cohen,Democrat,progressive Democratic leader,71,1071,293,975
400077,23124635,Tom Cole,Republican,M,OK,rep,0.6690994268999944,0.3327434864581821,Cole,Republican,rank-and-file Republican,12,341,105,142
412272,78445977,Gerald E. Connolly,Democrat,M,VA,rep,0.1887318910473931,0.8348725445951979,Connolly,Democrat,moderate Democratic leader,56,611,319,1050
400081,22523087,Jim Cooper,Democrat,M,TN,rep,0.2343589276360434,0.231080203117458,Cooper,Democrat,moderate Democratic follower,10,475,61,66
400618,245451804,Jim Costa,Democrat,M,CA,rep,0.3412576197960315,0.3406460763493464,Costa,Democrat,centrist Democratic follower,23,562,116,181
412193,85396297,Joe Courtney,Democrat,M,CT,rep,0.2771668667680326,0.7818034603694167,Courtney,Democrat,moderate Democratic leader,23,325,218,408
300030,600463589,Mike Crapo,Republican,M,ID,sen,0.8770279680822568,0.5443660497999359,Crapo,Republican,rank-and-file Republican,21,273,92,297
412400,233693291,"Eric A. ""Rick"" Crawford",Republican,M,AR,rep,0.767305084921798,0.3174689382645282,Crawford,Republican,conservative Republican,16,333,70,108
400657,210926192,Henry Cuellar,Democrat,M,TX,rep,0.4894114460254156,0.3542283491525909,Cuellar,Democrat,centrist Democratic follower,11,284,139,164
400093,789244177,Danny K. Davis,Democrat,M,IL,rep,0.136540088374463,0.7023291755917362,Davis [IL7],Democrat,progressive Democrat,41,667,302,618
400100,252249233,Peter A. DeFazio,Democrat,M,OR,rep,0.2270758595548537,0.9120008589225024,DeFazio,Democrat,moderate Democratic leader,36,415,322,1249
400101,28599820,Diana DeGette,Democrat,F,CO,rep,0.2001024831394248,0.7412554900401068,DeGette,Democrat,rank-and-file Democrat,15,490,251,627
400103,140519774,Rosa L. DeLauro,Democrat,F,CT,rep,0.1909721956677326,0.9188920476380292,DeLauro,Democrat,moderate Democratic leader,53,234,259,1653
412477,235312723,Scott DesJarlais,Republican,M,TN,rep,0.7202957218176084,0.2177717324036528,DesJarlais,Republican,lonley conservative Republican follower,13,207,77,112
400108,37094727,Mario Diaz-Balart,Republican,M,FL,rep,0.5819389561142192,0.3315368510550132,Diaz-Balart,Republican,rank-and-file Republican,18,222,97,181
400111,153944899,Lloyd Doggett,Democrat,M,TX,rep,0.2033820747953483,0.8205458417687161,Doggett,Democrat,moderate Democratic leader,31,292,249,1129
400114,39249305,Michael F. Doyle,Democrat,M,PA,rep,0.2586006555858637,0.5986166937253886,Doyle,Democrat,rank-and-file Democrat,14,374,157,227
412472,240393970,Jeff Duncan,Republican,M,SC,rep,0.8759547583470508,0.5965916302612001,Duncan,Republican,conservative Republican leader,27,440,195,688
400124,249348006,Anna G. Eshoo,Democrat,F,CA,rep,0.2024828891941986,0.751415480204349,Eshoo,Democrat,rank-and-file Democrat,31,513,338,790
412476,235190657,"Charles J. ""Chuck"" Fleischmann",Republican,M,TN,rep,0.6228269396993619,0.0120536519453035,Fleischmann,Republican,moderate Republican follower,4,193,5,5
400643,16256269,Virginia Foxx,Republican,F,NC,rep,0.5751383508200565,0.5204475066681589,Foxx,Republican,rank-and-file Republican,18,155,177,298
412382,88806753,John Garamendi,Democrat,M,CA,rep,0.2430818264747304,0.7667112773976946,Garamendi,Democrat,rank-and-file Democrat,48,493,269,678
412463,234822928,Bob Gibbs,Republican,M,OH,rep,0.8227084486894457,0.3368190706844487,Gibbs,Republican,conservative Republican,16,316,64,89
400651,22055226,Louie Gohmert,Republican,M,TX,rep,0.8319599309142403,0.2722804633923394,Gohmert,Republican,conservative Republican,33,431,53,139
412397,240760644,Paul A. Gosar,Republican,M,AZ,rep,0.8575620765633379,0.5135113330194614,Gosar,Republican,conservative Republican,48,373,104,231
400157,161743731,Kay Granger,Republican,F,TX,rep,0.4924996993461777,0.229136612310472,Granger,Republican,centrist Republican,0,103,0,0
300048,10615232,Chuck Grassley,Republican,M,IA,sen,0.7547372608676488,0.8369111903176022,Grassley,Republican,moderate Republican leader,87,362,97,669
400158,29766367,Sam Graves,Republican,M,MO,rep,0.5285205554892655,0.5653273307812126,Graves [MO6],Republican,centrist Republican leader,11,100,129,186
400653,156333623,Al Green,Democrat,M,TX,rep,0.1577774927661439,0.8140753359458253,Green [TX9],Democrat,moderate Democratic leader,49,342,276,1384
412485,234057152,H. Morgan Griffith,Republican,M,VA,rep,0.6027251901255722,0.5366595897430626,Griffith,Republican,rank-and-file Republican,22,177,112,139
400162,28602948,Raúl M. Grijalva,Democrat,M,AZ,rep,0.0677880072132108,0.8211843356068846,Grijalva,Democrat,progressive Democratic leader,42,957,219,1087
412278,1908143071,Brett Guthrie,Republican,M,KY,rep,0.6178907665362885,0.5760280597859938,Guthrie,Republican,moderate Republican leader,15,175,59,64
412434,960962340,Andy Harris,Republican,M,MD,rep,0.7478248155964086,0.3259536930425801,Harris,Republican,conservative Republican,1,255,105,105
412444,237763317,Vicky Hartzler,Republican,F,MO,rep,0.8235431213369172,0.6481281369633483,Hartzler,Republican,conservative Republican leader,30,346,222,536
412281,1099199839,Martin Heinrich,Democrat,M,NM,sen,0.2770719428869539,0.4225307126640359,Heinrich,Democrat,rank-and-file Democrat,56,326,84,316
412486,242926427,Jaime Herrera Beutler,Republican,F,WA,rep,0.5137947033406015,0.4652416537147227,Herrera Beutler,Republican,centrist Republican,12,239,100,137
400641,33576489,Brian Higgins,Democrat,M,NY,rep,0.2305986890688478,0.6486026041298116,Higgins [NY26],Democrat,rank-and-file Democrat,20,422,281,531
412282,31611298,James A. Himes,Democrat,M,CT,rep,0.260831740781175,0.2799012823673842,Himes,Democrat,moderate Democratic follower,9,276,24,24
412200,92186819,Mazie K. Hirono,Democrat,F,HI,sen,0.1144431760264955,0.5360300189837345,Hirono,Democrat,progressive Democrat,52,464,61,465
412494,382791093,John Hoeven,Republican,M,ND,sen,0.8543857534436938,0.4260443212378799,Hoeven,Republican,rank-and-file Republican,22,291,48,128
400189,22012091,Steny H. Hoyer,Democrat,M,MD,rep,0.257953406674436,0.2810083791740295,Hoyer,Democrat,moderate Democratic follower,11,48,23,28
412437,233949261,Bill Huizenga,Republican,M,MI,rep,0.6813157209936594,0.2569200686935498,Huizenga,Republican,rank-and-file Republican,14,212,57,66
400199,80612021,Sheila Jackson Lee,Democrat,F,TX,rep,0.1055943981111804,0.8420945895828457,Jackson Lee,Democrat,progressive Democratic leader,58,734,248,1154
412460,211530910,Bill Johnson,Republican,M,OH,rep,0.7358254469488802,0.3464979359227284,Johnson [OH6],Republican,conservative Republican,16,308,43,65
400204,168502762,Eddie Bernice Johnson,Democrat,F,TX,rep,0.1607871667843937,0.7848099083634947,Johnson [TX30],Democrat,moderate Democratic leader,28,335,209,514
412199,24745957,"Henry C. ""Hank"" Johnson, Jr.",Democrat,M,GA,rep,0.1301707464276719,0.8083697229007368,Johnson [GA4],Democrat,progressive Democratic leader,35,689,248,1341
412496,233737858,Ron Johnson,Republican,M,WI,sen,0.7953719611885226,0.4356884545494416,Johnson,Republican,rank-and-file Republican,16,151,47,133
412226,18166778,Jim Jordan,Republican,M,OH,rep,0.5897612782917684,0.2081370432278472,Jordan,Republican,moderate Republican follower,1,108,14,14
400211,581141508,Marcy Kaptur,Democrat,F,OH,rep,0.2599337415729894,0.7113436484213763,Kaptur,Democrat,rank-and-file Democrat,17,396,335,511
412435,232992031,William R. Keating,Democrat,M,MA,rep,0.2522271720319811,0.5400647453813786,Keating,Democrat,rank-and-file Democrat,29,390,167,426
412465,935368364,Mike Kelly,Republican,M,PA,rep,0.716099654670922,0.6571361515801176,Kelly [PA16],Republican,conservative Republican leader,13,344,147,178
400218,112740986,Ron Kind,Democrat,M,WI,rep,0.4252869401858309,0.8499508854061046,Kind,Democrat,centrist Democratic leader,32,301,313,777
412421,219429281,Adam Kinzinger,Republican,M,IL,rep,0.5342943904783132,0.4880592224956639,Kinzinger,Republican,centrist Republican,25,194,101,127
412191,584012853,Doug Lamborn,Republican,M,CO,rep,0.8010520418988153,0.456960295260223,Lamborn,Republican,conservative Republican,12,344,133,265
400230,18909919,James R. Langevin,Democrat,M,RI,rep,0.2353823745436818,0.6059968082140496,Langevin,Democrat,rank-and-file Democrat,23,398,164,248
412464,225921757,James Lankford,Republican,M,OK,sen,0.95210966714042,0.3828554099582867,Lankford,Republican,conservative Republican,52,340,66,218
400232,404132211,Rick Larsen,Democrat,M,WA,rep,0.2268276909798015,0.481685314183139,Larsen,Democrat,rank-and-file Democrat,16,361,115,186
400233,50452197,John B. Larson,Democrat,M,CT,rep,0.2202884188907132,0.7934702975379867,Larson,Democrat,moderate Democratic leader,15,433,291,581
412256,15394954,Robert E. Latta,Republican,M,OH,rep,0.7124753087399308,0.5592408011282195,Latta,Republican,conservative Republican leader,25,186,192,352
300065,242836537,Patrick J. Leahy,Democrat,M,VT,sen,0.2181989899353626,0.38543210556217,Leahy,Democrat,moderate Democratic follower,24,327,58,113
400237,248735463,Barbara Lee,Democrat,F,CA,rep,0.0,0.9271857979113916,Lee [CA13],Democrat,progressive Democratic leader,59,995,239,2261
412495,88784440,Mike Lee,Republican,M,UT,sen,0.796284147563868,0.6019627109150202,Lee,Republican,moderate Republican leader,131,148,99,545
400245,267938462,Zoe Lofgren,Democrat,F,CA,rep,0.2297861509467951,0.7894572716405016,Lofgren,Democrat,moderate Democratic leader,34,444,209,525
412445,1444015610,Billy Long,Republican,M,MO,rep,0.6550155665546131,0.2867803076934163,Long,Republican,rank-and-file Republican,9,170,8,10
400247,242772524,Frank D. Lucas,Republican,M,OK,rep,0.5598723086465998,0.3626324300155566,Lucas,Republican,rank-and-file Republican,10,170,147,206
412292,1849261916,Blaine Luetkemeyer,Republican,M,MO,rep,0.6742498507884475,0.5065057797616115,Luetkemeyer,Republican,rank-and-file Republican,33,191,167,357
412293,19318314,Ben Ray Luján,Democrat,M,NM,sen,0.312051719564425,0.23157705002645,LujÃ¡n,Democrat,moderate Democratic follower,58,384,73,227
400249,310310133,Stephen F. Lynch,Democrat,M,MA,rep,0.1801572759229635,0.8262009779634677,Lynch,Democrat,moderate Democratic leader,29,541,376,655
400251,258900199,Carolyn B. Maloney,Democrat,F,NY,rep,0.1157545495876839,1.0,Maloney [NY12],Democrat,progressive Democratic leader,98,840,289,2347
400253,21406834,Edward J. Markey,Democrat,M,MA,sen,0.0711096144891592,0.8019484666220417,Markey,Democrat,progressive Democratic leader,124,589,93,936
400663,38254095,Doris O. Matsui,Democrat,F,CA,rep,0.1917678786187591,0.7058019162856289,Matsui,Democrat,rank-and-file Democrat,31,507,267,714
412190,19739126,Kevin McCarthy,Republican,M,CA,rep,0.4244059091105753,0.6297633496116829,McCarthy,Republican,centrist Republican leader,11,73,145,177
400654,26424123,Michael T. McCaul,Republican,M,TX,rep,0.5944165927149481,0.7804641763504873,McCaul,Republican,moderate Republican leader,31,252,285,732
412295,50152441,Tom McClintock,Republican,M,CA,rep,0.6875973411207676,0.6536962287371465,McClintock,Republican,moderate Republican leader,15,258,302,534
400259,516880804,Betty McCollum,Democrat,F,MN,rep,0.1789949607859551,0.5849823008245362,McCollum,Democrat,rank-and-file Democrat,19,575,161,275
400263,242426145,James P. McGovern,Democrat,M,MA,rep,0.1163144269549752,0.7023292750788966,McGovern,Democrat,progressive Democrat,55,854,255,537
400644,27676828,Patrick T. McHenry,Republican,M,NC,rep,0.4936547002021747,0.577823933563401,McHenry,Republican,centrist Republican leader,21,80,229,379
412487,240427862,David B. McKinley,Republican,M,WV,rep,0.7652490399885257,0.78945504655963,McKinley,Republican,conservative Republican leader,41,591,305,563
400659,17976923,Cathy McMorris Rodgers,Republican,F,WA,rep,0.6372802715053405,0.7144554519165692,McMorris Rodgers,Republican,moderate Republican leader,28,244,242,649
412189,385429543,Jerry McNerney,Democrat,M,CA,rep,0.1853368464390125,0.3280207263884637,McNerney,Democrat,moderate Democratic follower,21,409,84,146
400271,22812754,Gregory W. Meeks,Democrat,M,NY,rep,0.1605158782916833,0.6937779054769708,Meeks,Democrat,rank-and-file Democrat,28,427,310,706
400661,22669526,Gwen Moore,Democrat,F,WI,rep,0.1133807468606545,0.6932114409798984,Moore [WI4],Democrat,progressive Democrat,31,662,310,550
400284,18632666,Jerry Moran,Republican,M,KS,sen,0.8056005030535578,0.5329253429393663,Moran,Republican,rank-and-file Republican,49,319,99,360
300075,18061669,Lisa Murkowski,Republican,F,AK,sen,0.5679231692297169,0.6034955685436667,Murkowski,Republican,centrist Republican leader,47,293,99,399
412194,2853793517,Christopher Murphy,Democrat,M,CT,sen,0.2007334565273412,0.4333238439237536,Murphy,Democrat,rank-and-file Democrat,49,384,67,234
300076,293131808,Patty Murray,Democrat,F,WA,sen,0.1787302629762792,0.6702315435902321,Murray,Democrat,rank-and-file Democrat,56,335,66,732
400289,40302336,Jerrold Nadler,Democrat,M,NY,rep,0.0867672971877431,0.8728298259204339,Nadler,Democrat,progressive Democratic leader,26,615,307,1177
400290,161411080,Grace F. Napolitano,Democrat,F,CA,rep,0.1346510263418465,0.6018633538387325,Napolitano,Democrat,progressive Democrat,14,681,146,317
400291,442824717,Richard E. Neal,Democrat,M,MA,rep,0.2684167960378355,0.7342700847889659,Neal,Democrat,rank-and-file Democrat,10,129,249,345
400295,23600262,Eleanor Holmes Norton,Democrat,F,DC,rep,0.0119767735898175,0.6539297601474006,Norton,Democrat,progressive Democrat,129,1855,229,405
412443,299883942,Steven M. Palazzo,Republican,M,MS,rep,0.7052061815612853,0.3524974492713107,Palazzo,Republican,conservative Republican,5,261,112,116
400308,31801993,"Frank Pallone, Jr.",Democrat,M,NJ,rep,0.1995750518356931,0.7146374519340984,Pallone,Democrat,rank-and-file Democrat,20,320,157,264
400309,74508260,"Bill Pascrell, Jr.",Democrat,M,NJ,rep,0.2434203888272312,0.7205110915204949,Pascrell,Democrat,rank-and-file Democrat,33,309,259,529
412492,1298624375692894210,Rand Paul,Republican,M,KY,sen,0.7308095944985634,0.3532208103843582,Paul,Republican,centrist Republican,64,140,59,172
400314,15764644,Nancy Pelosi,Democrat,F,CA,rep,0.2895196954647118,0.5139355759543818,Pelosi,Democrat,centrist Democrat,5,28,335,335
412192,20552026,Ed Perlmutter,Democrat,M,CO,rep,0.2797759692741051,0.5177846525137719,Perlmutter,Democrat,rank-and-file Democrat,15,343,189,209
412305,236511574,Gary C. Peters,Democrat,M,MI,sen,0.4447661031996913,0.5271373284697723,Peters,Democrat,centrist Democrat,110,415,76,280
412307,14984637,Chellie Pingree,Democrat,F,ME,rep,0.2154183746626831,0.4627908646948915,Pingree,Democrat,rank-and-file Democrat,25,614,117,199
400325,18915145,Rob Portman,Republican,M,OH,sen,0.6498754102227259,0.6294715134954544,Portman,Republican,centrist Republican leader,82,299,92,338
412309,25086658,Bill Posey,Republican,M,FL,rep,0.8407359939755917,0.3783401765954215,Posey,Republican,conservative Republican,40,495,69,91
400326,155669457,David E. Price,Democrat,M,NC,rep,0.2235668855263039,0.4660574475224384,Price,Democrat,rank-and-file Democrat,13,280,131,168
412331,56864092,Mike Quigley,Democrat,M,IL,rep,0.1782040764256481,0.8752642609614649,Quigley,Democrat,moderate Democratic leader,24,502,393,1406
400340,550401754,Harold Rogers,Republican,M,KY,rep,0.4967302404281311,0.0579982310546468,Rogers [KY5],Republican,centrist Republican follower ,1,99,2,2
400341,33977070,Mike Rogers,Republican,M,AL,rep,0.6020841879100844,0.2038828135915299,Rogers [AL3],Republican,moderate Republican follower,2,155,5,5
400347,479872233,Lucille Roybal-Allard,Democrat,F,CA,rep,0.1355058447313741,0.7056486819234816,Roybal-Allard,Democrat,progressive Democrat,17,583,219,390
412491,229966028,Marco Rubio,Republican,M,FL,sen,0.8983252367906939,0.9347757961578174,Rubio,Republican,moderate Republican leader,209,491,96,922
400349,305620929,C. A. Dutch Ruppersberger,Democrat,M,MD,rep,0.3106542337007851,0.1738118745117538,Ruppersberger,Democrat,centrist Democratic follower,3,389,34,35
400350,305216911,Bobby L. Rush,Democrat,M,IL,rep,0.170172568180462,0.7531832896070234,Rush,Democrat,rank-and-file Democrat,52,584,301,974
400352,13491312,Tim Ryan,Democrat,M,OH,rep,0.3107890788175541,0.607700738841057,Ryan [OH13],Democrat,centrist Democrat,33,508,128,238
412312,926446070812602371,Gregorio Kilili Camacho Sablan,Democrat,M,MP,rep,0.2023479231053855,0.6060492636928432,Sablan,Democrat,rank-and-file Democrat,17,220,265,437
412212,364415553,John P. Sarbanes,Democrat,M,MD,rep,0.1820907262871288,0.6374595509593367,Sarbanes,Democrat,rank-and-file Democrat,8,288,227,290
412261,1209417007,Steve Scalise,Republican,M,LA,rep,0.5438186501568207,0.5007102711443601,Scalise,Republican,centrist Republican,9,81,94,114
400360,24195214,Janice D. Schakowsky,Democrat,F,IL,rep,0.0483670467030733,0.9445988818194836,Schakowsky,Democrat,progressive Democratic leader,55,961,381,1705
400361,29501253,Adam B. Schiff,Democrat,M,CA,rep,0.1858128462483524,0.748429688216952,Schiff,Democrat,rank-and-file Democrat,30,427,245,1023
412315,20545793,Kurt Schrader,Democrat,M,OR,rep,0.3757775871021305,0.5768438691667521,Schrader,Democrat,centrist Democrat,18,191,97,121
300087,17494010,Charles E. Schumer,Democrat,M,NY,sen,0.2730793991642295,0.4938547996155502,Schumer,Democrat,rank-and-file Democrat,56,161,99,168
412399,229197216,David Schweikert,Republican,M,AZ,rep,0.6416636123084939,0.2234337378094712,Schweikert,Republican,moderate Republican follower,25,202,61,82
412417,234797704,Austin Scott,Republican,M,GA,rep,0.6754896978547116,0.3322241150992637,Scott [GA8],Republican,rank-and-file Republican,6,201,59,69
400363,168673083,David Scott,Democrat,M,GA,rep,0.24940502050846,0.6321612318869231,Scott [GA13],Democrat,rank-and-file Democrat,22,309,222,548
400364,161791703,"Robert C. ""Bobby"" Scott",Democrat,M,VA,rep,0.1811693919294333,0.901247174583464,Scott [VA3],Democrat,moderate Democratic leader,28,198,264,1597
412471,217543151,Tim Scott,Republican,M,SC,sen,0.8508846082010207,0.6019319441301288,Scott [SC],Republican,moderate Republican leader,49,332,91,517
412396,381152398,Terri Sewell,Democrat,F,AL,rep,0.248827246794749,0.9031039829709688,Sewell,Democrat,moderate Democratic leader,29,502,384,1339
300089,21111098,Richard C. Shelby,Republican,M,AL,sen,0.6655459661551948,0.0,Shelby,Republican,centrist Republican follower ,8,54,3,5
400371,30216513,Brad Sherman,Democrat,M,CA,rep,0.2614383952551278,0.532708841437496,Sherman,Democrat,rank-and-file Democrat,25,490,184,314
400376,76132891,Michael K. Simpson,Republican,M,ID,rep,0.4998165517330629,0.1697772963371684,Simpson,Republican,centrist Republican follower ,2,126,1,2
412186,18696134,Albio Sires,Democrat,M,NJ,rep,0.1972560858243737,0.3488102894492753,Sires,Democrat,moderate Democratic follower,11,599,74,116
400379,58928690,Adam Smith,Democrat,M,WA,rep,0.1258795251042253,0.5563075447844655,Smith [WA9],Democrat,progressive Democrat,28,466,150,223
412217,296245061,Adrian Smith,Republican,M,NE,rep,0.6847921752273848,0.3590147851962804,Smith [NE3],Republican,rank-and-file Republican,11,306,63,82
456872,,Joseph Sempolinski,Republican,M,NY,rep,0.3283231030463584,0.0113425542403836,Sempolinski,Republican,centrist Republican follower ,0,10,0,0
412259,24913074,Jackie Speier,Democrat,F,CA,rep,0.1911988862208034,0.9615176673929904,Speier,Democrat,moderate Democratic leader,52,419,269,2036
400355,312134473,Linda T. Sánchez,Democrat,F,CA,rep,0.1675835843129869,0.8160589935051448,SÃ¡nchez,Democrat,moderate Democratic leader,30,466,290,1062
400402,82453460,Bennie G. Thompson,Democrat,M,MS,rep,0.1604373705675267,0.6567705521513258,Thompson [MS2],Democrat,rank-and-file Democrat,14,383,239,322
400403,303861808,Mike Thompson,Democrat,M,CA,rep,0.2645463128449674,0.9468536818130304,Thompson [CA5],Democrat,moderate Democratic leader,48,417,345,1346
412317,18967498,Glenn Thompson,Republican,M,PA,rep,0.677870819133156,0.5269420309596375,Thompson [PA15],Republican,rank-and-file Republican,14,272,174,332
400546,296361085,John Thune,Republican,M,SD,sen,0.8545843664213411,0.573518926662884,Thune,Republican,rank-and-file Republican,61,221,84,360
412319,84119348,Paul Tonko,Democrat,M,NY,rep,0.2090179635249118,0.8381422290100556,Tonko,Democrat,moderate Democratic leader,33,635,290,864
400408,221162525,Patrick J. Toomey,Republican,M,PA,sen,0.721055117832038,0.5436159612321277,Toomey,Republican,centrist Republican,28,108,61,160
400411,51228911,Michael R. Turner,Republican,M,OH,rep,0.5734947897995908,0.2083692063036152,Turner,Republican,moderate Republican follower,10,201,16,17
400414,124224165,Fred Upton,Republican,M,MI,rep,0.495772340590474,0.4794676661221428,Upton,Republican,centrist Republican,7,215,24,26
400415,18137749,Chris Van Hollen,Democrat,M,MD,sen,0.1566348577278095,0.453681794427422,Van Hollen,Democrat,rank-and-file Democrat,59,684,80,299
400416,164369297,Nydia M. Velázquez,Democrat,F,NY,rep,0.1108973906604968,0.8192649418178117,VelÃ¡zquez,Democrat,progressive Democratic leader,53,611,219,573
412213,237862972,Tim Walberg,Republican,M,MI,rep,0.6489881760703322,0.568534639484363,Walberg,Republican,moderate Republican leader,20,207,176,232
400623,1140648348,Debbie Wasserman Schultz,Democrat,F,FL,rep,0.2044481167210798,0.6277264066368722,Wasserman Schultz,Democrat,rank-and-file Democrat,27,382,225,550
400422,36686040,Maxine Waters,Democrat,F,CA,rep,0.156184394295256,0.76774830987289,Waters,Democrat,rank-and-file Democrat,37,263,230,725
412410,281540744,Daniel Webster,Republican,M,FL,rep,0.6466193587320425,0.1753909501276054,Webster,Republican,moderate Republican follower,4,177,23,26
412239,1410590874,Peter Welch,Democrat,M,VT,rep,0.2066587226143879,0.6845148735081485,Welch,Democrat,rank-and-file Democrat,30,645,226,409
400433,254082173,Joe Wilson,Republican,M,SC,rep,0.7062640717547072,0.730597166022268,Wilson [SC2],Republican,conservative Republican leader,25,326,183,278
412412,234014087,Frederica S. Wilson,Democrat,F,FL,rep,0.1249831980558544,0.5814829752152064,Wilson [FL24],Democrat,progressive Democrat,19,456,124,231
412255,15356407,Robert J. Wittman,Republican,M,VA,rep,0.6781121754618101,0.3428587217505828,Wittman,Republican,rank-and-file Republican,32,262,96,134
412402,234469322,Steve Womack,Republican,M,AR,rep,0.617900123449412,0.3680406503951358,Womack,Republican,rank-and-file Republican,6,173,176,255
300100,250188760,Ron Wyden,Democrat,M,OR,sen,0.1450634144963053,0.6650489736660395,Wyden,Democrat,progressive Democrat,84,539,76,427
412211,384913290,John A. Yarmuth,Democrat,M,KY,rep,0.2000262552479695,0.3012810914787016,Yarmuth,Democrat,moderate Democratic follower,18,370,31,33
412428,234128524,Todd Young,Republican,M,IN,sen,0.7631916866460299,0.5426395321814855,Young,Republican,rank-and-file Republican,38,287,99,324
412500,402719755,Mark E. Amodei,Republican,M,NV,rep,0.5469730559747726,0.2671922493980648,Amodei,Republican,rank-and-file Republican,8,178,57,63
412501,558769636,Suzanne Bonamici,Democrat,F,OR,rep,0.1505398621667261,0.6504072440562675,Bonamici,Democrat,progressive Democrat,40,751,222,688
412505,995193054,Suzan K. DelBene,Democrat,F,WA,rep,0.2431535962194452,0.8210424602126645,DelBene,Democrat,moderate Democratic leader,22,537,359,808
412503,975200486,Thomas Massie,Republican,M,KY,rep,0.5157979470112265,0.4757245775935347,Massie,Republican,centrist Republican,11,123,139,316
412506,1155335864,"Donald M. Payne, Jr.",Democrat,M,NJ,rep,0.1422984587071206,0.6780801253504741,Payne,Democrat,progressive Democrat,27,600,168,406
412507,1262099252,Brian Schatz,Democrat,M,HI,sen,0.2484378933304166,0.6581301459081259,Schatz,Democrat,rank-and-file Democrat,74,258,86,522
412257,1080509366,Bill Foster,Democrat,M,IL,rep,0.2547881357505501,0.5798784775331103,Foster,Democrat,rank-and-file Democrat,40,359,144,253
412318,122174004,Dina Titus,Democrat,F,NV,rep,0.2011336744293076,0.6729298101789577,Titus,Democrat,rank-and-file Democrat,33,954,229,413
412508,968650362,Tom Cotton,Republican,M,AR,sen,0.958009226442368,0.4095249910942896,Cotton,Republican,conservative Republican,68,253,58,266
412509,1080844782,Kyrsten Sinema,Democrat,F,AZ,sen,0.6292333868320839,0.3314467384832016,Sinema,Democrat,centrist Democratic follower,35,360,77,184
412510,1069124515,Doug LaMalfa,Republican,M,CA,rep,0.8400424632956409,0.4433232083163596,LaMalfa,Republican,conservative Republican,15,474,96,137
412511,1071102246,Jared Huffman,Democrat,M,CA,rep,0.1690569740013325,0.7895002379399098,Huffman,Democrat,moderate Democratic leader,36,669,237,812
412512,950783972,Ami Bera,Democrat,M,CA,rep,0.2965936576586483,0.5761684894959899,Bera,Democrat,centrist Democrat,24,304,169,289
412514,942156122,Eric Swalwell,Democrat,M,CA,rep,0.2374406694890226,0.5448642081057251,Swalwell,Democrat,rank-and-file Democrat,26,566,101,156
412516,1243902714,Julia Brownley,Democrat,F,CA,rep,0.2282877481967102,0.8046095208985838,Brownley,Democrat,moderate Democratic leader,57,617,244,900
412517,1222257180,Tony Cárdenas,Democrat,M,CA,rep,0.1722781487053002,0.7751478971278513,CÃ¡rdenas,Democrat,moderate Democratic leader,41,624,250,795
412519,1089859058,Raul Ruiz,Democrat,M,CA,rep,0.2869277965133194,0.7311172999945753,Ruiz,Democrat,centrist Democrat,60,283,258,575
412520,1037321378,Mark Takano,Democrat,M,CA,rep,0.1231781459310806,0.781616087752508,Takano,Democrat,progressive Democratic leader,38,631,254,817
412521,1055730738,Alan S. Lowenthal,Democrat,M,CA,rep,0.1050589493541113,0.7649456496443926,Lowenthal,Democrat,progressive Democrat,17,767,203,674
